house,country,wealth_index,hh_size,migrant_num,any_remit,migrant_hh,migrant_loc,hh_months,remit,census_tract,lat,long,district
195,south_africa,-1.5377626426936197,8,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
196,south_africa,0.06545007150384197,10,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
197,south_africa,-0.7394621748793414,4,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
198,south_africa,-0.18590307405279985,4,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
199,south_africa,0.0195864896573871,2,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
200,south_africa,0.722807595776669,5,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
201,south_africa,0.7549928416336359,5,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
202,south_africa,1.1104679297927442,4,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
204,south_africa,-1.398855415806967,3,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
205,south_africa,0.657084517782576,5,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
206,south_africa,0.7036204507060893,8,0,1,non-hh,national,NA,1,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
207,south_africa,-0.18590307405279985,6,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
208,south_africa,-0.03178590127015965,3,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
209,south_africa,-0.03178590127015965,7,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
210,south_africa,0.8690731318859565,3,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
211,south_africa,2.1507743205415553,1,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
212,south_africa,1.6892439288926575,6,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
213,south_africa,0.85623003415407,5,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
214,south_africa,1.7508907980057138,4,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
215,south_africa,0.8885610580452574,4,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
216,south_africa,1.7508907980057138,4,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
218,south_africa,0.8577376234887294,3,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
219,south_africa,-1.803999996151186,7,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
220,south_africa,0.3041785226621879,4,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
221,south_africa,0.006743391925500358,3,1,NA,hh,national,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
222,south_africa,-0.07031519446581969,5,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
223,south_africa,-1.014211512701415,1,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
224,south_africa,-1.07037297536242,2,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
225,south_africa,-1.0741484031547357,7,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
226,south_africa,-2.9977651928347733,4,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
227,south_africa,-2.0010417187308907,1,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
228,south_africa,-2.7087179923400724,1,0,1,non-hh,national,NA,1,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
229,south_africa,-2.087344544345569,3,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
230,south_africa,-3.0082527279584004,2,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
232,south_africa,-0.6901181923890986,5,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
233,south_africa,-3.4268818010728817,1,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
234,south_africa,-1.0754111243456987,5,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
235,south_africa,-1.7280023595685525,3,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
236,south_africa,-1.766921278986118,4,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
237,south_africa,-2.3843062422501875,5,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
238,south_africa,-1.7280023595685525,5,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
239,south_africa,-2.9997252691279033,3,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
240,south_africa,-2.3947937773738146,2,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
241,south_africa,2.3219208484607474,4,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
242,south_africa,1.7420841024181344,6,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
243,south_africa,2.6990350048312424,3,2,1,hh,international,NA,1,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
243,south_africa,2.6990350048312424,3,2,1,hh,international,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
244,south_africa,2.1838115170104695,6,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
245,south_africa,1.7200673634491854,4,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
246,south_africa,1.3655102730672803,3,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
248,south_africa,-1.785873800889293,1,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
249,south_africa,-2.343421386446268,1,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
250,south_africa,-1.567856796490532,3,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
253,south_africa,1.7508907980057138,4,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
254,south_africa,2.6726149180685037,3,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
255,south_africa,2.495418896466804,3,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
257,south_africa,1.3130727434208986,5,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
258,south_africa,1.822812145304279,2,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
259,south_africa,-0.49413741961808033,4,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
260,south_africa,-0.18590307405279985,2,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
261,south_africa,-0.03178590127015965,1,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
262,south_africa,2.495418896466804,6,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
263,south_africa,0.5446676868789847,3,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
264,south_africa,1.7743245044587652,5,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
265,south_africa,-0.49413741961808033,8,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
266,south_africa,-0.8270082963942891,3,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
267,south_africa,0.7846635444894962,1,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
268,south_africa,-0.03178590127015965,3,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
269,south_africa,0.7380735350207124,8,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
270,south_africa,-0.2767996238269631,12,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
271,south_africa,-2.2430321671994338,3,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
272,south_africa,-3.030548703684431,6,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
273,south_africa,0.5800259313912559,7,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
274,south_africa,-0.16671592898222004,5,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
275,south_africa,-0.07031519446581969,5,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
276,south_africa,2.433772027353748,5,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
277,south_africa,1.7508907980057138,4,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
278,south_africa,2.610968048955448,8,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
279,south_africa,3.453103690178877,1,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
280,south_africa,3.4479664510861223,1,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
281,south_africa,1.844738262422671,1,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
282,south_africa,1.8125376671187696,4,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
283,south_africa,1.80813431932498,3,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
284,south_africa,3.275363336693861,4,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
285,south_africa,2.7137128308105414,2,2,NA,hh,international,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
285,south_africa,2.7137128308105414,2,2,NA,hh,international,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
286,south_africa,2.6990350048312424,3,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
287,south_africa,2.7137128308105414,3,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
288,south_africa,2.4645954619102763,4,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
289,south_africa,1.575071937151387,4,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
290,south_africa,1.6330891565063477,3,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
291,south_africa,2.372125158240692,7,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
292,south_africa,1.323734266060735,4,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
294,south_africa,1.4350046703465718,5,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
295,south_africa,0.08380197831682046,1,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
296,south_africa,1.7486383089949917,6,1,1,hh,national,NA,1,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
297,south_africa,1.7486383089949917,5,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
298,south_africa,0.7806015355701591,5,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
299,south_africa,-0.03178590127015965,4,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
300,south_africa,3.40173129925133,3,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
301,south_africa,2.73426178718156,1,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
302,south_africa,2.6417914835119762,4,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
303,south_africa,3.211759424116898,6,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
304,south_africa,3.3760451037875567,4,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
305,south_africa,3.4127396687358047,3,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
306,south_africa,2.4645954619102763,4,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
307,south_africa,2.703438352625032,2,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
308,south_africa,0.7997204041337685,6,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
309,south_africa,1.764100841387083,5,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
311,south_africa,1.8356552430361657,2,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
313,south_africa,-0.8946402974706684,3,1,1,hh,national,NA,1,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
314,south_africa,-3.307959614693184,3,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
315,south_africa,-2.3947937773738146,2,0,1,non-hh,national,NA,1,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
315,south_africa,-2.3947937773738146,2,0,1,non-hh,national,NA,1,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
316,south_africa,-2.3947937773738146,2,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
317,south_africa,-2.4461661683013616,3,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
318,south_africa,2.73426178718156,2,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
319,south_africa,3.410293364405921,4,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
320,south_africa,2.73426178718156,2,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
321,south_africa,2.2916935379583174,3,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
322,south_africa,2.6990350048312424,3,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
323,south_africa,1.706383408648774,2,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
324,south_africa,2.7430684827691394,2,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
325,south_africa,2.7370639175957896,2,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
326,south_africa,2.7137128308105414,3,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
327,south_africa,2.688026635346768,4,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
328,south_africa,2.718850069903296,3,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
329,south_africa,3.18974268514795,2,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
330,south_africa,-1.8753559302421887,1,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
331,south_africa,-1.074361460092854,1,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
332,south_africa,-2.7087179923400724,1,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
333,south_africa,-3.4268818010728817,1,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
334,south_africa,-1.249197387852574,2,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
335,south_africa,-2.0294731030248285,2,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
336,south_africa,-2.5931301127530926,1,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
337,south_africa,-0.6130596059977784,4,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
338,south_africa,-2.5546008195574323,2,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
339,south_africa,-1.762850588631456,1,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
340,south_africa,-2.0010417187308907,1,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
341,south_africa,-2.4394025661923573,2,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
342,south_africa,-1.5337854435190275,3,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
343,south_africa,-1.0349062471066544,4,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
344,south_africa,-0.13476007680295954,9,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
345,south_africa,-0.06397114712712659,1,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
346,south_africa,-0.9194866303379858,2,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
347,south_africa,0.1223467459784705,3,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
348,south_africa,-2.5983232647908716,3,0,NA,NA,NA,NA,NA,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality
349,south_africa,-0.38188384682381815,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
