house,district,census_tract,country,date,wealth_index,hh_size,migrant_num,any_remit,migrant_hh,migrant_loc,hh_months,remit,lat,long
107,kisii,kerera,kenya,2009-11-09,0.7712021437483119,4,1,1,hh,national,42,1,-0.754425695,34.82872552
108,kisii,kerera,kenya,2009-11-10,1.0867111323869383,6,1,1,hh,national,100,1,-0.754425695,34.82872552
109,kisii,irianyi,kenya,2009-11-08,3.3582694969099207,5,0,NA,NA,NA,NA,NA,-0.662238252,34.85472107
110,kisii,irianyi,kenya,2009-11-09,3.3382165486455437,4,0,NA,NA,NA,NA,NA,-0.662238252,34.85472107
111,kisii,irianyi,kenya,2009-11-09,1.8000685456738874,7,0,NA,NA,NA,NA,NA,-0.662238252,34.85472107
112,kisii,irianyi,kenya,2009-11-08,3.4184283417030525,8,0,1,non-hh,national,NA,1,-0.662238252,34.85472107
113,kisii,kerera,kenya,2009-11-10,1.073636048972844,5,0,NA,NA,NA,NA,NA,-0.754425695,34.82872552
114,kisii,kerera,kenya,2009-11-10,3.113257503069065,6,0,NA,NA,NA,NA,NA,-0.754425695,34.82872552
115,kisii,kerera,kenya,2009-11-10,2.354469280314817,5,0,NA,NA,NA,NA,NA,-0.754425695,34.82872552
116,kisii,kerera,kenya,2009-11-10,2.4517194772100868,6,0,NA,NA,NA,NA,NA,-0.754425695,34.82872552
117,kisii,kerera,kenya,2009-11-09,0.7210697730873694,1,0,NA,NA,NA,NA,NA,-0.754425695,34.82872552
118,kisii,kerera,kenya,2009-11-10,3.033045710011557,2,0,1,non-hh,international,NA,1,-0.754425695,34.82872552
119,kisii,kerera,kenya,2009-11-09,3.6286440201450962,6,0,NA,NA,NA,NA,NA,-0.754425695,34.82872552
120,kisii,kerera,kenya,2009-11-09,3.707950193149362,5,0,NA,NA,NA,NA,NA,-0.754425695,34.82872552
121,kisii,irianyi,kenya,2009-11-08,3.053098658275934,3,4,1,hh,national,70,1,-0.662238252,34.85472107
121,kisii,irianyi,kenya,2009-11-08,3.053098658275934,3,4,1,hh,national,38,1,-0.662238252,34.85472107
121,kisii,irianyi,kenya,2009-11-08,3.053098658275934,3,4,1,hh,national,38,1,-0.662238252,34.85472107
121,kisii,irianyi,kenya,2009-11-08,3.053098658275934,3,4,1,hh,national,12,NA,-0.662238252,34.85472107
121,kisii,irianyi,kenya,2009-11-08,3.053098658275934,3,4,1,non-hh,national,NA,1,-0.662238252,34.85472107
122,kisii,irianyi,kenya,2009-11-08,0.802564082060629,4,4,NA,hh,national,60,NA,-0.662238252,34.85472107
122,kisii,irianyi,kenya,2009-11-08,0.802564082060629,4,4,NA,hh,national,48,NA,-0.662238252,34.85472107
122,kisii,irianyi,kenya,2009-11-08,0.802564082060629,4,4,NA,hh,national,36,NA,-0.662238252,34.85472107
122,kisii,irianyi,kenya,2009-11-08,0.802564082060629,4,4,NA,hh,national,12,NA,-0.662238252,34.85472107
123,kisii,nyokabaria,kenya,2009-11-08,-1.86110343638087,5,1,NA,hh,national,36,NA,-0.674091366,34.77188889
124,kisii,nyokabaria,kenya,2009-11-08,-1.553358182964716,6,1,NA,hh,national,12,NA,-0.674091366,34.77188889
125,kisii,kerera,kenya,2009-11-08,-0.6786269282417121,4,7,1,hh,national,420,1,-0.754425695,34.82872552
125,kisii,kerera,kenya,2009-11-08,-0.6786269282417121,4,7,1,hh,national,396,1,-0.754425695,34.82872552
125,kisii,kerera,kenya,2009-11-08,-0.6786269282417121,4,7,1,hh,national,384,NA,-0.754425695,34.82872552
125,kisii,kerera,kenya,2009-11-08,-0.6786269282417121,4,7,1,hh,national,348,1,-0.754425695,34.82872552
125,kisii,kerera,kenya,2009-11-08,-0.6786269282417121,4,7,1,hh,national,324,1,-0.754425695,34.82872552
125,kisii,kerera,kenya,2009-11-08,-0.6786269282417121,4,7,1,hh,national,324,NA,-0.754425695,34.82872552
125,kisii,kerera,kenya,2009-11-08,-0.6786269282417121,4,7,1,hh,national,28,NA,-0.754425695,34.82872552
127,kisii,bonyanchaire,kenya,2009-11-10,0.05953174722839155,2,4,1,hh,national,27,NA,-0.678288351,34.70904985
127,kisii,bonyanchaire,kenya,2009-11-10,0.05953174722839155,2,4,1,hh,national,19,NA,-0.678288351,34.70904985
127,kisii,bonyanchaire,kenya,2009-11-10,0.05953174722839155,2,4,1,hh,international,39,NA,-0.678288351,34.70904985
127,kisii,bonyanchaire,kenya,2009-11-10,0.05953174722839155,2,4,1,hh,national,49,NA,-0.678288351,34.70904985
127,kisii,bonyanchaire,kenya,2009-11-10,0.05953174722839155,2,4,1,non-hh,national,NA,1,-0.678288351,34.70904985
128,kisii,bonyanchaire,kenya,2009-11-10,0.3247703790190469,1,5,NA,hh,international,36,NA,-0.678288351,34.70904985
128,kisii,bonyanchaire,kenya,2009-11-10,0.3247703790190469,1,5,NA,hh,international,36,NA,-0.678288351,34.70904985
128,kisii,bonyanchaire,kenya,2009-11-10,0.3247703790190469,1,5,NA,hh,international,36,NA,-0.678288351,34.70904985
128,kisii,bonyanchaire,kenya,2009-11-10,0.3247703790190469,1,5,NA,hh,international,36,NA,-0.678288351,34.70904985
128,kisii,bonyanchaire,kenya,2009-11-10,0.3247703790190469,1,5,NA,hh,international,36,NA,-0.678288351,34.70904985
129,kisii,bonyanchaire,kenya,2009-11-09,0.08961116962495713,7,1,1,hh,international,124,1,-0.678288351,34.70904985
130,kisii,bonyanchaire,kenya,2009-11-09,2.0253239353142143,4,1,1,hh,international,63,1,-0.678288351,34.70904985
131,kisii,bonyanchaire,kenya,2009-11-09,3.567919833632638,7,1,NA,hh,international,6,NA,-0.678288351,34.70904985
133,kisii,bomakombi,kenya,2009-11-10,1.6929312544558386,5,2,1,hh,international,66,1,-0.70441522,34.69546123
133,kisii,bomakombi,kenya,2009-11-10,1.6929312544558386,5,2,1,hh,international,47,NA,-0.70441522,34.69546123
134,kisii,bomakombi,kenya,2009-11-10,2.43166652894571,5,1,1,hh,international,69,1,-0.70441522,34.69546123
135,kisii,bomakombi,kenya,2009-11-10,-0.6886534023739006,3,1,1,hh,international,116,1,-0.70441522,34.69546123
136,kisii,bomakombi,kenya,2009-11-10,-0.10696044052109976,3,1,1,hh,international,57,1,-0.70441522,34.69546123
136,kisii,bomakombi,kenya,2009-11-10,-0.10696044052109976,3,1,1,non-hh,national,NA,1,-0.70441522,34.69546123
137,kisii,irianyi,kenya,2009-11-09,0.7982670217182626,3,1,1,hh,international,22,1,-0.662238252,34.85472107
138,kisii,irianyi,kenya,2009-11-09,0.10966411788933411,4,1,NA,hh,international,14,NA,-0.662238252,34.85472107
139,kisii,irianyi,kenya,2009-11-09,0.021895064801239317,3,2,1,hh,international,130,1,-0.662238252,34.85472107
139,kisii,irianyi,kenya,2009-11-09,0.021895064801239317,3,2,1,hh,national,75,1,-0.662238252,34.85472107
140,kisii,irianyi,kenya,2009-11-08,0.8163146751562018,4,2,1,hh,national,24,1,-0.662238252,34.85472107
140,kisii,irianyi,kenya,2009-11-08,0.8163146751562018,4,2,1,hh,international,34,1,-0.662238252,34.85472107
140,kisii,irianyi,kenya,2009-11-08,0.8163146751562018,4,2,1,non-hh,national,NA,1,-0.662238252,34.85472107
141,kisii,irianyi,kenya,2009-11-08,0.16107347368344466,5,1,1,hh,international,114,1,-0.662238252,34.85472107
143,kisii,irianyi,kenya,2009-11-09,-1.9062225699757185,2,2,1,hh,international,49,NA,-0.662238252,34.85472107
143,kisii,irianyi,kenya,2009-11-09,-1.9062225699757185,2,2,1,hh,international,NA,NA,-0.662238252,34.85472107
143,kisii,irianyi,kenya,2009-11-09,-1.9062225699757185,2,2,1,non-hh,international,NA,1,-0.662238252,34.85472107
144,kisii,irianyi,kenya,2009-11-09,0.7882405475860741,2,1,1,hh,international,24,1,-0.662238252,34.85472107
145,kisii,nyokabaria,kenya,2009-11-10,-1.2615091663417592,2,4,1,hh,international,222,1,-0.674091366,34.77188889
145,kisii,nyokabaria,kenya,2009-11-10,-1.2615091663417592,2,4,1,hh,international,144,1,-0.674091366,34.77188889
145,kisii,nyokabaria,kenya,2009-11-10,-1.2615091663417592,2,4,1,hh,international,141,1,-0.674091366,34.77188889
145,kisii,nyokabaria,kenya,2009-11-10,-1.2615091663417592,2,4,1,hh,international,39,NA,-0.674091366,34.77188889
146,kisii,nyokabaria,kenya,2009-11-08,-1.256495929275665,3,3,1,hh,international,134,1,-0.674091366,34.77188889
146,kisii,nyokabaria,kenya,2009-11-08,-1.256495929275665,3,3,1,hh,international,28,1,-0.674091366,34.77188889
146,kisii,nyokabaria,kenya,2009-11-08,-1.256495929275665,3,3,1,hh,international,30,NA,-0.674091366,34.77188889
147,kisii,nyokabaria,kenya,2009-11-08,-0.543070465050376,6,3,1,hh,international,66,1,-0.674091366,34.77188889
147,kisii,nyokabaria,kenya,2009-11-08,-0.543070465050376,6,3,1,hh,national,51,1,-0.674091366,34.77188889
147,kisii,nyokabaria,kenya,2009-11-08,-0.543070465050376,6,3,1,hh,international,36,NA,-0.674091366,34.77188889
148,kisii,nyokabaria,kenya,2009-11-08,0.08961116962495713,5,2,1,hh,international,38,NA,-0.674091366,34.77188889
148,kisii,nyokabaria,kenya,2009-11-08,0.08961116962495713,5,2,1,hh,national,36,1,-0.674091366,34.77188889
149,kisii,nyokabaria,kenya,2009-11-08,-0.6706057489359611,4,4,1,hh,international,112,1,-0.674091366,34.77188889
149,kisii,nyokabaria,kenya,2009-11-08,-0.6706057489359611,4,4,1,hh,international,91,1,-0.674091366,34.77188889
149,kisii,nyokabaria,kenya,2009-11-08,-0.6706057489359611,4,4,1,hh,international,61,1,-0.674091366,34.77188889
149,kisii,nyokabaria,kenya,2009-11-08,-0.6706057489359611,4,4,1,hh,international,39,1,-0.674091366,34.77188889
150,kisii,nyokabaria,kenya,2009-11-08,-1.0198841919013375,3,1,1,hh,international,44,1,-0.674091366,34.77188889
151,kiambu,mutundu,kenya,2009-11-09,-0.6736136911756179,3,5,1,hh,national,54,1,-1.170374442,36.83007059
151,kiambu,mutundu,kenya,2009-11-09,-0.6736136911756179,3,5,1,hh,national,24,1,-1.170374442,36.83007059
151,kiambu,mutundu,kenya,2009-11-09,-0.6736136911756179,3,5,1,hh,national,12,1,-1.170374442,36.83007059
151,kiambu,mutundu,kenya,2009-11-09,-0.6736136911756179,3,5,1,hh,national,6,1,-1.170374442,36.83007059
151,kiambu,mutundu,kenya,2009-11-09,-0.6736136911756179,3,5,1,hh,national,36,NA,-1.170374442,36.83007059
152,kiambu,mutundu,kenya,2009-11-10,1.501916238932432,6,0,NA,NA,NA,NA,NA,-1.170374442,36.83007059
153,kiambu,mutundu,kenya,2009-11-09,3.164489548503203,6,0,NA,NA,NA,NA,NA,-1.170374442,36.83007059
154,kiambu,mutundu,kenya,2009-11-09,1.6794818584321456,5,0,NA,NA,NA,NA,NA,-1.170374442,36.83007059
155,kiambu,mutundu,kenya,2009-11-10,0.4664150967196152,3,1,NA,hh,international,96,NA,-1.170374442,36.83007059
156,kiambu,mutundu,kenya,2009-11-09,0.1838257654887075,2,1,1,hh,international,72,1,-1.170374442,36.83007059
156,kiambu,mutundu,kenya,2009-11-09,0.1838257654887075,2,1,1,non-hh,international,NA,1,-1.170374442,36.83007059
157,kiambu,mutundu,kenya,2009-11-10,-0.20693367290441544,4,1,1,hh,international,98,1,-1.170374442,36.83007059
158,kiambu,mutundu,kenya,2009-11-09,-1.458694595817686,3,1,NA,hh,international,120,NA,-1.170374442,36.83007059
159,kiambu,mutundu,kenya,2009-11-09,-1.0424461748167244,4,9,1,hh,international,66,1,-1.170374442,36.83007059
159,kiambu,mutundu,kenya,2009-11-09,-1.0424461748167244,4,9,1,hh,international,51,1,-1.170374442,36.83007059
159,kiambu,mutundu,kenya,2009-11-09,-1.0424461748167244,4,9,1,hh,international,42,NA,-1.170374442,36.83007059
159,kiambu,mutundu,kenya,2009-11-09,-1.0424461748167244,4,9,1,hh,,72,NA,-1.170374442,36.83007059
159,kiambu,mutundu,kenya,2009-11-09,-1.0424461748167244,4,9,1,hh,international,7,NA,-1.170374442,36.83007059
159,kiambu,mutundu,kenya,2009-11-09,-1.0424461748167244,4,9,1,hh,international,176,1,-1.170374442,36.83007059
159,kiambu,mutundu,kenya,2009-11-09,-1.0424461748167244,4,9,1,hh,international,40,NA,-1.170374442,36.83007059
159,kiambu,mutundu,kenya,2009-11-09,-1.0424461748167244,4,9,1,hh,international,40,NA,-1.170374442,36.83007059
159,kiambu,mutundu,kenya,2009-11-09,-1.0424461748167244,4,9,1,hh,international,40,NA,-1.170374442,36.83007059
160,kiambu,mutundu,kenya,2009-11-10,1.1461181716631708,5,1,NA,hh,national,24,NA,-1.170374442,36.83007059
161,kiambu,mutundu,kenya,2009-11-10,0.4745536716720043,6,2,NA,hh,national,48,NA,-1.170374442,36.83007059
161,kiambu,mutundu,kenya,2009-11-10,0.4745536716720043,6,2,NA,hh,national,36,NA,-1.170374442,36.83007059
162,kiambu,mutundu,kenya,2009-11-10,1.6063590810121653,3,0,1,non-hh,national,NA,1,-1.170374442,36.83007059
163,kiambu,mutundu,kenya,2009-11-10,1.2890061113520723,4,1,1,hh,national,48,1,-1.170374442,36.83007059
164,kiambu,mutundu,kenya,2009-11-09,1.075932852737851,2,2,1,hh,national,240,1,-1.170374442,36.83007059
164,kiambu,mutundu,kenya,2009-11-09,1.075932852737851,2,2,1,hh,international,84,NA,-1.170374442,36.83007059
165,kiambu,mutundu,kenya,2009-11-09,0.5046330940685699,6,1,1,hh,international,12,1,-1.170374442,36.83007059
166,kiambu,mutundu,kenya,2009-11-09,-1.0665097127339767,3,5,1,hh,national,240,1,-1.170374442,36.83007059
166,kiambu,mutundu,kenya,2009-11-09,-1.0665097127339767,3,5,1,hh,national,36,1,-1.170374442,36.83007059
166,kiambu,mutundu,kenya,2009-11-09,-1.0665097127339767,3,5,1,hh,national,120,1,-1.170374442,36.83007059
166,kiambu,mutundu,kenya,2009-11-09,-1.0665097127339767,3,5,1,hh,international,24,1,-1.170374442,36.83007059
166,kiambu,mutundu,kenya,2009-11-09,-1.0665097127339767,3,5,1,hh,international,24,1,-1.170374442,36.83007059
167,kiambu,mutundu,kenya,2009-11-09,-0.04406210462205967,2,0,1,non-hh,international,NA,1,-1.170374442,36.83007059
168,kiambu,mutundu,kenya,2009-11-10,-1.7322787120455319,1,1,1,hh,international,96,1,-1.170374442,36.83007059
169,kiambu,mutundu,kenya,2009-11-09,-0.5147461103591789,5,2,1,hh,international,74,1,-1.170374442,36.83007059
169,kiambu,mutundu,kenya,2009-11-09,-0.5147461103591789,5,2,1,hh,national,54,1,-1.170374442,36.83007059
170,kiambu,mutundu,kenya,2009-11-10,1.1671745836756198,5,0,1,non-hh,international,NA,1,-1.170374442,36.83007059
171,kiambu,mutundu,kenya,2009-11-10,0.027910949280552322,2,2,NA,hh,national,60,NA,-1.170374442,36.83007059
171,kiambu,mutundu,kenya,2009-11-10,0.027910949280552322,2,2,NA,hh,international,12,NA,-1.170374442,36.83007059
172,kiambu,mutundu,kenya,2009-11-09,1.233154015034618,4,0,1,non-hh,national,NA,1,-1.170374442,36.83007059
173,nairobi,outering,kenya,2009-11-04,-1.805866257406117,2,0,NA,NA,NA,NA,NA,-1.267001706,36.88035515
174,nairobi,muthaiga,kenya,2009-11-06,-3.127479816943853,1,0,NA,NA,NA,NA,NA,-1.254882111,36.83204676
175,nairobi,muthaiga,kenya,2009-11-06,-2.3760177649341476,1,2,NA,hh,national,446,NA,-1.254882111,36.83204676
175,nairobi,muthaiga,kenya,2009-11-06,-2.3760177649341476,1,2,NA,hh,national,NA,NA,-1.254882111,36.83204676
176,nairobi,muthaiga,kenya,2009-11-06,-3.406900167172503,2,2,1,hh,international,72,1,-1.254882111,36.83204676
176,nairobi,muthaiga,kenya,2009-11-06,-3.406900167172503,2,2,1,hh,international,12,NA,-1.254882111,36.83204676
177,nairobi,muthaiga,kenya,2009-11-07,-3.7666073375441327,1,1,1,hh,international,120,1,-1.254882111,36.83204676
178,nairobi,muthaiga,kenya,2009-11-06,-1.0249161620141194,1,0,NA,NA,NA,NA,NA,-1.254882111,36.83204676
179,nairobi,muthaiga,kenya,2009-11-07,-3.466153391912392,4,1,NA,hh,international,48,NA,-1.254882111,36.83204676
180,nairobi,muthaiga,kenya,2009-11-07,-0.44937080014495695,2,0,NA,NA,NA,NA,NA,-1.254882111,36.83204676
181,nairobi,muthaiga,kenya,2009-11-06,-2.4493080534591005,3,3,NA,hh,international,144,NA,-1.254882111,36.83204676
181,nairobi,muthaiga,kenya,2009-11-06,-2.4493080534591005,3,3,NA,hh,international,192,NA,-1.254882111,36.83204676
181,nairobi,muthaiga,kenya,2009-11-06,-2.4493080534591005,3,3,NA,hh,national,12,NA,-1.254882111,36.83204676
182,nairobi,muthaiga,kenya,2009-11-07,-1.7165336102696627,1,0,NA,NA,NA,NA,NA,-1.254882111,36.83204676
183,nairobi,muthaiga,kenya,2009-11-07,-3.7726232220234457,2,1,NA,hh,international,120,NA,-1.254882111,36.83204676
184,nairobi,muthaiga,kenya,2009-11-07,-3.7666073375441327,2,1,NA,hh,international,24,NA,-1.254882111,36.83204676
185,nairobi,muthaiga,kenya,2009-11-07,-3.7666073375441327,2,2,NA,hh,national,72,NA,-1.254882111,36.83204676
185,nairobi,muthaiga,kenya,2009-11-07,-3.7666073375441327,2,2,NA,hh,national,24,NA,-1.254882111,36.83204676
186,nairobi,muthaiga,kenya,2009-11-07,-1.6262953430799663,2,0,NA,NA,NA,NA,NA,-1.254882111,36.83204676
187,nairobi,muthaiga,kenya,2009-11-07,-3.4319663525029744,1,1,1,hh,international,240,1,-1.254882111,36.83204676
189,nairobi,muthaiga,kenya,2009-11-07,-3.4109107568253787,3,3,NA,hh,international,24,NA,-1.254882111,36.83204676
189,nairobi,muthaiga,kenya,2009-11-07,-3.4109107568253787,3,3,NA,hh,international,24,NA,-1.254882111,36.83204676
189,nairobi,muthaiga,kenya,2009-11-07,-3.4109107568253787,3,3,NA,hh,international,24,NA,-1.254882111,36.83204676
190,nairobi,muthaiga,kenya,2009-11-06,-1.6864541878730972,1,0,NA,NA,NA,NA,NA,-1.254882111,36.83204676
191,nairobi,outering,kenya,2009-11-04,-1.6714144766748145,5,3,NA,hh,national,24,NA,-1.267001706,36.88035515
191,nairobi,outering,kenya,2009-11-04,-1.6714144766748145,5,3,NA,hh,national,36,NA,-1.267001706,36.88035515
191,nairobi,outering,kenya,2009-11-04,-1.6714144766748145,5,3,NA,hh,national,12,NA,-1.267001706,36.88035515
192,nairobi,outering,kenya,2009-11-04,-1.6714144766748145,5,0,NA,NA,NA,NA,NA,-1.267001706,36.88035515
193,nairobi,outering,kenya,2009-11-04,-2.2537201157550935,4,2,1,hh,national,60,1,-1.267001706,36.88035515
193,nairobi,outering,kenya,2009-11-04,-2.2537201157550935,4,2,1,hh,national,48,NA,-1.267001706,36.88035515
194,nairobi,outering,kenya,2009-11-04,-1.8547603257129635,8,2,1,hh,international,60,1,-1.267001706,36.88035515
194,nairobi,outering,kenya,2009-11-04,-1.8547603257129635,8,2,1,hh,national,24,NA,-1.267001706,36.88035515
195,nairobi,outering,kenya,2009-11-03,-2.4496790486736715,3,2,1,hh,international,13,1,-1.267001706,36.88035515
195,nairobi,outering,kenya,2009-11-03,-2.4496790486736715,3,2,1,hh,international,31,1,-1.267001706,36.88035515
196,nairobi,outering,kenya,2009-11-03,-2.4346393374753887,3,1,1,hh,international,192,1,-1.267001706,36.88035515
197,nairobi,outering,kenya,2009-11-04,-1.7557338867451746,3,0,NA,NA,NA,NA,NA,-1.267001706,36.88035515
199,nairobi,outering,kenya,2009-11-04,-1.6354161971589127,7,1,1,hh,national,38,1,-1.267001706,36.88035515
200,nairobi,outering,kenya,2009-11-03,-2.6877549082346692,5,1,1,hh,international,36,1,-1.267001706,36.88035515
202,nairobi,outering,kenya,2009-11-04,-3.0884735951882947,5,0,1,non-hh,national,NA,1,-1.267001706,36.88035515
203,nairobi,outering,kenya,2009-11-03,-2.762463441377029,3,1,NA,hh,international,48,NA,-1.267001706,36.88035515
204,nairobi,outering,kenya,2009-11-04,-2.3444010702856923,5,0,NA,NA,NA,NA,NA,-1.267001706,36.88035515
205,nairobi,outering,kenya,2009-11-03,-3.1094321635059137,1,2,1,hh,international,96,1,-1.267001706,36.88035515
205,nairobi,outering,kenya,2009-11-03,-3.1094321635059137,1,2,1,hh,international,18,1,-1.267001706,36.88035515
206,nairobi,outering,kenya,2009-11-04,-3.0918145115136078,4,3,NA,hh,national,101,NA,-1.267001706,36.88035515
206,nairobi,outering,kenya,2009-11-04,-3.0918145115136078,4,3,NA,hh,national,48,NA,-1.267001706,36.88035515
206,nairobi,outering,kenya,2009-11-04,-3.0918145115136078,4,3,NA,hh,national,NA,NA,-1.267001706,36.88035515
207,nairobi,outering,kenya,2009-11-04,-2.57911759233888,1,3,1,hh,national,36,1,-1.267001706,36.88035515
207,nairobi,outering,kenya,2009-11-04,-2.57911759233888,1,3,1,hh,national,36,NA,-1.267001706,36.88035515
207,nairobi,outering,kenya,2009-11-04,-2.57911759233888,1,3,1,hh,national,48,NA,-1.267001706,36.88035515
208,nairobi,outering,kenya,2009-11-03,-2.968289817280898,4,2,1,hh,national,112,1,-1.267001706,36.88035515
208,nairobi,outering,kenya,2009-11-03,-2.968289817280898,4,2,1,hh,national,NA,1,-1.267001706,36.88035515
209,nairobi,outering,kenya,2009-11-04,-3.193751573576274,3,0,NA,NA,NA,NA,NA,-1.267001706,36.88035515
210,nairobi,outering,kenya,2009-11-07,-1.6864541878730972,1,0,NA,NA,NA,NA,NA,-1.267001706,36.88035515
211,kiambu,guthunguri,kenya,2009-11-11,-0.9407780729218149,4,1,NA,hh,national,36,NA,-1.058419348,36.773918020000004
212,kiambu,guthunguri,kenya,2009-11-11,-2.5490381699423144,3,1,NA,hh,national,24,NA,-1.058419348,36.773918020000004
213,kiambu,guthunguri,kenya,2009-11-11,-1.0986137658858357,3,0,1,non-hh,international,NA,1,-1.058419348,36.773918020000004
214,kiambu,guthunguri,kenya,2009-11-11,-2.018390916474427,2,0,NA,NA,NA,NA,NA,-1.058419348,36.773918020000004
215,kiambu,guthunguri,kenya,2009-11-11,-0.9797782953725833,5,0,1,non-hh,national,NA,1,-1.058419348,36.773918020000004
216,kiambu,guthunguri,kenya,2009-11-11,-3.0849976303740902,3,0,1,non-hh,national,NA,1,-1.058419348,36.773918020000004
217,kiambu,guthunguri,kenya,2009-11-11,-1.0399371401657145,2,0,NA,NA,NA,NA,NA,-1.058419348,36.773918020000004
218,kiambu,guthunguri,kenya,2009-11-11,-0.9296459247116409,5,0,NA,NA,NA,NA,NA,-1.058419348,36.773918020000004
219,kiambu,guthunguri,kenya,2009-11-11,-1.7065071361374742,2,1,NA,hh,national,7,NA,-1.058419348,36.773918020000004
220,kiambu,guthunguri,kenya,2009-11-11,-2.802569337905783,1,2,NA,hh,international,60,NA,-1.058419348,36.773918020000004
220,kiambu,guthunguri,kenya,2009-11-11,-2.802569337905783,1,2,NA,hh,international,84,NA,-1.058419348,36.773918020000004
221,kiambu,guthunguri,kenya,2009-11-11,-1.6262953430799663,4,0,NA,NA,NA,NA,NA,-1.058419348,36.773918020000004
222,kiambu,guthunguri,kenya,2009-11-11,-2.4346393374753887,3,1,1,hh,international,60,1,-1.058419348,36.773918020000004
223,kiambu,guthunguri,kenya,2009-11-11,-1.6445446472709195,4,1,1,hh,national,48,1,-1.058419348,36.773918020000004
223,kiambu,guthunguri,kenya,2009-11-11,-1.6445446472709195,4,1,1,non-hh,international,NA,1,-1.058419348,36.773918020000004
224,kiambu,guthunguri,kenya,2009-11-11,-1.9582320716812962,4,0,NA,NA,NA,NA,NA,-1.058419348,36.773918020000004
225,kiambu,guthunguri,kenya,2009-11-11,-1.0249161620141194,3,1,NA,hh,national,16,NA,-1.058419348,36.773918020000004
226,kiambu,guthunguri,kenya,2009-11-11,-0.8694870799185097,7,1,1,hh,national,27,1,-1.058419348,36.773918020000004
226,kiambu,guthunguri,kenya,2009-11-11,-0.8694870799185097,7,1,1,non-hh,national,NA,1,-1.058419348,36.773918020000004
227,kiambu,njiku,kenya,2009-11-11,1.5907540280945551,6,1,NA,hh,national,120,NA,-1.175746093,36.75241747
228,kiambu,njiku,kenya,2009-11-11,-0.8313924775209833,3,0,NA,NA,NA,NA,NA,-1.175746093,36.75241747
229,kiambu,njiku,kenya,2009-11-11,-3.103846280472234,4,0,1,non-hh,international,NA,1,-1.175746093,36.75241747
