house,district,census_tract,country,date,hh_size,migrant_num,wealth_index,remit,lat,long
1152,malindi,majengo,kenya,2009-11-26,3,0,-0.6633016803216639,NA,-1.280655187,36.84627548
1153,malindi,musufini,kenya,2009-11-27,6,0,-2.286152105810577,NA,-3.223163803,40.08609972
1154,malindi,barani,kenya,2009-11-26,7,0,-2.0468156884507454,NA,-3.22414082,40.08627707
1155,malindi,barani,kenya,2009-11-26,7,0,-1.2827103771373551,NA,-3.22414082,40.08627707
1156,malindi,barani,kenya,2009-11-26,2,0,-0.5496747023229102,NA,-3.22414082,40.08627707
1157,malindi,barani,kenya,2009-11-26,1,0,-1.657954533645688,NA,-3.22414082,40.08627707
1158,malindi,kwa haidari,kenya,2009-11-28,4,0,-0.10319943628837022,NA,-3.219793069,40.11219331
1159,malindi,kwa haidari,kenya,2009-11-28,3,0,-0.9602267046756677,NA,-3.219793069,40.11219331
1160,malindi,musufini,kenya,2009-11-27,1,0,2.167277476388868,NA,-3.223163803,40.08609972
1161,malindi,musufini,kenya,2009-11-27,6,0,-2.3415072483451933,NA,-3.223163803,40.08609972
1162,malindi,majengo,kenya,2009-11-26,7,0,-2.1120999478820623,NA,-1.280655187,36.84627548
1163,malindi,majengo,kenya,2009-11-26,4,0,-3.044289855201461,NA,-1.280655187,36.84627548
1164,malindi,barani,kenya,2009-11-26,5,0,0.7059453671070072,NA,-3.22414082,40.08627707
1165,malindi,kwa haidari,kenya,2009-11-28,4,0,1.7862187441380932,NA,-3.219793069,40.11219331
1166,malindi,kwa haidari,kenya,2009-11-28,6,0,0.7657794714469651,NA,-3.219793069,40.11219331
1167,malindi,gongoni,kenya,2009-11-27,8,0,0.8961514238435179,NA,-3.826004893,39.76446172
1168,malindi,kwa haidari,kenya,2009-11-28,1,1,2.3407385587275793,1,-3.219793069,40.11219331
1169,malindi,gongoni,kenya,2009-11-27,3,0,0.062405789000894524,NA,-3.826004893,39.76446172
1170,malindi,gongoni,kenya,2009-11-27,4,0,-0.17594417556402195,NA,-3.826004893,39.76446172
1171,malindi,kwa haidari,kenya,2009-11-28,5,0,-1.117843633750906,NA,-3.219793069,40.11219331
1172,malindi,gongoni,kenya,2009-11-27,1,0,2.1971945285588466,NA,-3.826004893,39.76446172
1173,malindi,gongoni,kenya,2009-11-27,1,0,2.1971945285588466,NA,-3.826004893,39.76446172
1174,malindi,barani,kenya,2009-11-26,3,0,-0.7817108444507092,NA,-3.22414082,40.08627707
1175,malindi,barani,kenya,2009-11-26,2,0,2.257028632898804,NA,-3.22414082,40.08627707
1176,malindi,majengo,kenya,2009-11-26,12,0,-1.8867991633819001,NA,-1.280655187,36.84627548
1177,malindi,majengo,kenya,2009-11-26,5,0,-2.122594771670608,NA,-1.280655187,36.84627548
1178,embu,kairuri,kenya,2009-11-20,4,1,3.2062520653822806,1,-0.424974285,37.46462153
1179,embu,kairuri,kenya,2009-11-20,6,1,-1.0221668870541396,1,-0.424974285,37.46462153
1180,embu,kairuri,kenya,2009-11-20,9,1,3.6649801986552917,0,-0.424974285,37.46462153
1181,embu,kairuri,kenya,2009-11-21,2,1,-0.007653204549841364,1,-0.424974285,37.46462153
1182,embu,kairuri,kenya,2009-11-20,5,1,1.3292940883138973,1,-0.424974285,37.46462153
1183,embu,kiangucu,kenya,2009-11-26,5,4,-3.054262205924787,1,-0.523215993,37.45247101
1184,embu,kiangucu,kenya,2009-11-27,1,1,2.005540787401006,1,-0.523215993,37.45247101
1185,embu,kiangucu,kenya,2009-11-26,5,2,0.7311779302259305,1,-0.523215993,37.45247101
1187,embu,kiangucu,kenya,2009-11-26,1,1,0.326927437096023,1,-0.523215993,37.45247101
1188,embu,kairuri,kenya,2009-11-20,4,1,0.7361641055875936,1,-0.424974285,37.46462153
1189,embu,kiangucu,kenya,2009-11-27,3,4,-2.386382826600162,1,-0.523215993,37.45247101
1190,embu,kiangucu,kenya,2009-11-27,4,1,-1.034133707922131,1,-0.523215993,37.45247101
1191,embu,kiangucu,kenya,2009-11-27,2,1,-3.084179258094766,1,-0.523215993,37.45247101
1192,embu,kiangucu,kenya,2009-11-26,6,1,1.319321737590571,1,-0.523215993,37.45247101
1193,embu,manyatta,kenya,2009-11-21,2,0,2.732242449572716,NA,-0.430576281,37.47760539
1194,embu,manyatta,kenya,2009-11-21,2,0,1.9161136574683164,NA,-0.430576281,37.47760539
1195,embu,manyatta,kenya,2009-11-21,2,0,0.5999280907051302,NA,-0.430576281,37.47760539
1196,embu,manyatta,kenya,2009-11-21,4,0,-2.0414392021180423,1,-0.430576281,37.47760539
1197,embu,kau,kenya,2009-11-25,2,1,1.6719137739882828,1,-2.486505577,40.43775301
1198,embu,kau,kenya,2009-11-25,4,3,3.2062520653822806,1,-2.486505577,40.43775301
1199,embu,kau,kenya,2009-11-25,4,1,1.6320243710949773,1,-2.486505577,40.43775301
1200,embu,kau,kenya,2009-11-25,1,1,1.5721902667550196,1,-2.486505577,40.43775301
1201,embu,kau,kenya,2009-11-24,4,2,3.2062520653822806,0,-2.486505577,40.43775301
1202,embu,kau,kenya,2009-11-24,2,1,0.6048167370573266,0,-2.486505577,40.43775301
1203,embu,kau,kenya,2009-11-24,4,2,-1.034133707922131,1,-2.486505577,40.43775301
1204,embu,kau,kenya,2009-11-24,10,0,3.2461414682755865,1,-2.486505577,40.43775301
1205,embu,kau,kenya,2009-11-25,4,5,1.1847531897148842,1,-2.486505577,40.43775301
1206,embu,kau,kenya,2009-11-25,6,2,1.6419967218183038,1,-2.486505577,40.43775301
1207,embu,kau,kenya,2009-11-24,6,2,-0.30875665060269497,1,-2.486505577,40.43775301
1208,embu,kiangucu,kenya,2009-11-26,6,1,1.9759477618082744,1,-0.523215993,37.45247101
1209,embu,kiangucu,kenya,2009-11-27,3,1,-1.8131975453205107,1,-0.523215993,37.45247101
1210,embu,kiangucu,kenya,2009-11-26,4,1,-0.8580082901463625,1,-0.523215993,37.45247101
1211,embu,kiangucu,kenya,2009-11-26,6,1,2.6035883429643882,1,-0.523215993,37.45247101
1212,embu,matakare,kenya,2009-11-22,3,0,0.13350038316970106,1,-0.540014726,37.45160569
1213,embu,manyatta,kenya,2009-11-21,2,1,-1.5818808988371447,0,-0.430576281,37.47760539
1214,embu,manyatta,kenya,2009-11-21,4,1,1.6665505354581773,1,-0.430576281,37.47760539
1215,embu,manyatta,kenya,2009-11-21,2,1,-1.5818808988371447,1,-0.430576281,37.47760539
1216,embu,manyatta,kenya,2009-11-21,6,4,2.6035883429643882,1,-0.430576281,37.47760539
1217,embu,manyatta,kenya,2009-11-21,4,1,2.812021255359326,1,-0.430576281,37.47760539
1218,embu,matakare,kenya,2009-11-23,4,1,-0.05627596688410627,1,-0.540014726,37.45160569
1219,embu,kau,kenya,2009-11-25,6,1,-1.0221668870541396,1,-2.486505577,40.43775301
1220,embu,kau,kenya,2009-11-24,7,1,0.45158182113760204,1,-2.486505577,40.43775301
1221,embu,kau,kenya,2009-11-24,5,0,3.201265890020618,NA,-2.486505577,40.43775301
1222,embu,kau,kenya,2009-11-25,4,0,1.3492387897605498,NA,-2.486505577,40.43775301
1223,embu,kau,kenya,2009-11-24,7,0,3.3608921041184225,1,-2.486505577,40.43775301
1224,embu,manyatta,kenya,2009-11-21,4,1,1.3034775843270974,1,-0.430576281,37.47760539
1225,embu,kairuri,kenya,2009-11-20,5,1,0.4615541718609283,1,-0.424974285,37.46462153
1226,embu,matakare,kenya,2009-11-23,1,2,0.4666089497471756,0,-0.540014726,37.45160569
1227,embu,matakare,kenya,2009-11-22,2,2,1.3982835187232816,1,-0.540014726,37.45160569
1228,embu,matakare,kenya,2009-11-22,6,1,-1.034133707922131,0,-0.540014726,37.45160569
1229,embu,matakare,kenya,2009-11-23,1,1,-3.2034088557429445,1,-0.540014726,37.45160569
1230,embu,kiangucu,kenya,2009-11-27,4,1,2.549626041164577,1,-0.523215993,37.45247101
1231,embu,kiangucu,kenya,2009-11-26,3,1,1.9460307096382954,1,-0.523215993,37.45247101
1232,embu,kiangucu,kenya,2009-11-26,5,0,0.38676154143598096,NA,-0.523215993,37.45247101
1233,embu,kiangucu,kenya,2009-11-27,3,0,0.939609492167148,NA,-0.523215993,37.45247101
1234,embu,kiangucu,kenya,2009-11-27,6,0,-0.9742996035821735,NA,-0.523215993,37.45247101
1235,embu,kairuri,kenya,2009-11-20,3,1,-1.6222775152867717,1,-0.424974285,37.46462153
1236,embu,kairuri,kenya,2009-11-20,3,2,-1.0490922340071207,1,-0.424974285,37.46462153
1237,embu,kairuri,kenya,2009-11-20,3,1,3.216224416105607,0,-0.424974285,37.46462153
1238,embu,kairuri,kenya,2009-11-20,6,0,-0.224988904526754,1,-0.424974285,37.46462153
1239,embu,kairuri,kenya,2009-11-02,4,0,2.5437542386244307,NA,-0.424974285,37.46462153
1240,embu,kairuri,kenya,2009-11-20,2,0,0.5670727543227834,1,-0.424974285,37.46462153
1241,embu,kairuri,kenya,2009-11-20,7,0,2.5636989400710832,1,-0.424974285,37.46462153
1242,embu,kairuri,kenya,2009-11-20,4,0,-1.0461005287901228,NA,-0.424974285,37.46462153
1243,embu,kairuri,kenya,2009-11-20,2,0,2.4839201342844723,1,-0.424974285,37.46462153
1244,embu,kairuri,kenya,2009-11-20,5,1,2.1105196528866546,1,-0.424974285,37.46462153
1245,embu,kairuri,kenya,2009-11-20,4,0,3.2062520653822806,NA,-0.424974285,37.46462153
1246,embu,kairuri,kenya,2009-11-20,4,0,-1.8955307073833307,NA,-0.424974285,37.46462153
1247,embu,kairuri,kenya,2009-11-20,5,0,2.668477225190594,NA,-0.424974285,37.46462153
1248,embu,kairuri,kenya,2009-11-20,3,0,1.2436434799871394,1,-0.424974285,37.46462153
1249,embu,kiangucu,kenya,2009-11-26,5,0,1.9859201125316006,NA,-0.523215993,37.45247101
1250,embu,kairuri,kenya,2009-11-20,2,1,0.3418859631810126,1,-0.424974285,37.46462153
1251,embu,kiangucu,kenya,2009-11-26,2,3,1.2535042228166173,1,-0.523215993,37.45247101
1252,embu,matakare,kenya,2009-11-23,3,0,1.4581176230632396,1,-0.540014726,37.45160569
1253,embu,matakare,kenya,2009-11-23,7,1,1.3635030004331008,1,-0.540014726,37.45160569
1254,embu,matakare,kenya,2009-11-22,1,1,-0.8089635611836307,1,-0.540014726,37.45160569
1255,embu,matakare,kenya,2009-11-22,1,1,-2.5305433010566563,1,-0.540014726,37.45160569
1256,embu,matakare,kenya,2009-11-22,5,1,0.7059453671070072,0,-0.540014726,37.45160569
1257,embu,matakare,kenya,2009-11-22,4,2,-0.9742996035821735,1,-0.540014726,37.45160569
1258,embu,matakare,kenya,2009-11-23,3,1,-2.500626248886677,1,-0.540014726,37.45160569
1259,embu,matakare,kenya,2009-11-23,2,1,1.7667197083844668,0,-0.540014726,37.45160569
1260,embu,kau,kenya,2009-11-25,12,0,3.0975426602206064,NA,-2.486505577,40.43775301
1261,embu,kau,kenya,2009-11-25,5,0,2.957929750094038,NA,-2.486505577,40.43775301
1262,embu,kau,kenya,2009-11-25,5,0,1.9609892357232848,NA,-2.486505577,40.43775301
1263,embu,kau,kenya,2009-11-25,8,0,1.3891281926538552,NA,-2.486505577,40.43775301
1264,embu,kau,kenya,2009-11-24,5,0,1.3991691459017657,1,-2.486505577,40.43775301
1265,embu,manyatta,kenya,2009-11-21,2,2,-0.8794936691859893,1,-0.430576281,37.47760539
1266,embu,manyatta,kenya,2009-11-21,3,1,-1.087926581580927,0,-0.430576281,37.47760539
1267,embu,manyatta,kenya,2009-11-21,1,1,-0.9850889789593994,1,-0.430576281,37.47760539
1268,embu,manyatta,kenya,2009-11-21,3,3,-0.29978153495170135,1,-0.430576281,37.47760539
1269,embu,manyatta,kenya,2009-11-21,3,2,2.782104203189347,0,-0.430576281,37.47760539
1270,embu,manyatta,kenya,2009-11-21,1,0,-0.2357782799039799,NA,-0.430576281,37.47760539
1271,embu,manyatta,kenya,2009-11-21,1,0,-0.8089635611836307,1,-0.430576281,37.47760539
1272,embu,manyatta,kenya,2009-11-21,2,0,0.5870174557694361,1,-0.430576281,37.47760539
1273,embu,manyatta,kenya,2009-11-21,4,0,-0.05627596688410627,1,-0.430576281,37.47760539
1274,embu,manyatta,kenya,2009-11-21,3,0,-1.034133707922131,NA,-0.430576281,37.47760539
1275,embu,manyatta,kenya,2009-11-21,5,0,-0.19588887701067467,1,-0.430576281,37.47760539
1276,embu,manyatta,kenya,2009-11-21,1,0,-1.0171272906878464,NA,-0.430576281,37.47760539
1277,embu,kiangucu,kenya,2009-11-27,5,2,-0.30191846724955684,1,-0.523215993,37.45247101
1278,embu,matakare,kenya,2009-11-23,7,0,-2.309706218852938,NA,-0.540014726,37.45160569
1279,embu,matakare,kenya,2009-11-22,6,0,-0.031413692600374604,NA,-0.540014726,37.45160569
1280,embu,matakare,kenya,2009-11-22,6,0,-0.2707501099602062,1,-0.540014726,37.45160569
1281,embu,matakare,kenya,2009-11-22,3,1,-1.0490922340071207,1,-0.540014726,37.45160569
1282,embu,matakare,kenya,2009-11-22,4,0,-0.90039260033571,NA,-0.540014726,37.45160569
1283,embu,matakare,kenya,2009-11-22,2,0,1.3982835187232816,NA,-0.540014726,37.45160569
1284,embu,matakare,kenya,2009-11-22,2,0,-0.17594417556402195,NA,-0.540014726,37.45160569
1285,siaya,yombura,kenya,2009-12-07,3,0,3.216224416105607,NA,0.065231303,34.28678507
1286,siaya,yombura,kenya,2009-12-07,3,3,-0.4906562500470699,1,0.065231303,34.28678507
1287,siaya,yombura,kenya,2009-12-07,2,3,2.8995817582100023,1,0.065231303,34.28678507
1288,siaya,yombura,kenya,2009-12-07,5,2,0.5639497545854849,1,0.065231303,34.28678507
1289,siaya,yombura,kenya,2009-12-07,4,1,0.9298104578563536,1,0.065231303,34.28678507
1290,siaya,yombura,kenya,2009-12-07,5,4,2.894526980323755,1,0.065231303,34.28678507
1291,siaya,yombura,kenya,2009-12-07,3,1,2.804775823813818,0,0.065231303,34.28678507
1292,siaya,yombura,kenya,2009-12-07,3,0,3.4007815070117284,NA,0.065231303,34.28678507
1293,siaya,yombura,kenya,2009-12-07,4,1,1.038292758958814,0,0.065231303,34.28678507
1294,siaya,yombura,kenya,2009-12-07,4,1,3.301057999778465,1,0.065231303,34.28678507
1295,siaya,yombura,kenya,2009-12-07,7,6,-1.0542919431236422,1,0.065231303,34.28678507
1296,siaya,yombura,kenya,2009-12-07,6,1,-0.014221702055829039,1,0.065231303,34.28678507
1297,siaya,yombura,kenya,2009-12-07,7,1,1.0741932215627887,1,0.065231303,34.28678507
1298,siaya,yombura,kenya,2009-12-07,6,0,3.305975572615544,NA,0.065231303,34.28678507
1299,siaya,yombura,kenya,2009-12-07,5,1,1.365243466816004,1,0.065231303,34.28678507
1300,siaya,yombura,kenya,2009-12-07,3,2,1.0388943883686739,0,0.065231303,34.28678507
1301,siaya,yombura,kenya,2009-12-07,5,0,3.2760585204455652,NA,0.065231303,34.28678507
1302,siaya,yombura,kenya,2009-12-07,7,0,3.3358926247855227,NA,0.065231303,34.28678507
1303,siaya,yombura,kenya,2009-12-07,2,0,2.6313147414751064,NA,0.065231303,34.28678507
1304,siaya,yombura,kenya,2009-12-07,5,0,3.226196766828934,NA,0.065231303,34.28678507
1305,siaya,yombura,kenya,2009-12-07,7,0,2.6630270700992345,NA,0.065231303,34.28678507
1306,siaya,yombura,kenya,2009-12-07,7,0,2.0898417888195837,NA,0.065231303,34.28678507
1307,siaya,uhanya,kenya,2009-12-07,6,0,-0.9144654992422155,NA,0.065231303,34.28678507
1308,siaya,awello,kenya,2009-12-08,4,0,1.3455858676504115,NA,0.065469979,34.28796477
1309,siaya,awello,kenya,2009-12-08,1,2,1.1266730815835295,1,0.065469979,34.28796477
1310,siaya,awello,kenya,2009-11-08,6,0,1.8265538127244247,NA,0.065469979,34.28796477
1311,siaya,awello,kenya,2009-12-08,6,2,3.305975572615544,0,0.065469979,34.28796477
1312,siaya,awello,kenya,2009-12-08,5,2,1.601661653231972,1,0.065469979,34.28796477
1313,siaya,awello,kenya,2009-12-08,7,1,-0.20504420308010127,1,0.065469979,34.28796477
1314,siaya,awello,kenya,2009-12-08,2,1,1.2071853593828548,1,0.065469979,34.28796477
1315,siaya,awello,kenya,2009-12-08,5,1,1.7018308261582615,1,0.065469979,34.28796477
1316,siaya,awello,kenya,2009-12-08,5,1,2.0807260469277846,0,0.065469979,34.28796477
1317,siaya,awello,kenya,2009-12-08,4,4,0.26264338929768005,1,0.065469979,34.28796477
1318,siaya,awello,kenya,2009-12-08,2,1,3.2811132983318125,0,0.065469979,34.28796477
1319,siaya,awello,kenya,2009-12-08,1,1,1.684112534509876,1,0.065469979,34.28796477
1320,siaya,awello,kenya,2009-12-08,4,1,-0.3162403781095858,1,0.065469979,34.28796477
1321,siaya,ukwala 'b',kenya,2009-12-09,4,2,-1.696083692916804,1,0.196054801,34.18935761
1322,siaya,ukwala 'b',kenya,2009-12-09,3,0,2.0707536962044584,NA,0.196054801,34.18935761
1323,siaya,ukwala 'b',kenya,2009-12-09,9,0,2.160504852714395,NA,0.196054801,34.18935761
1324,siaya,uhanya,kenya,2009-12-07,3,1,3.4007815070117284,1,0.065231303,34.28678507
1325,siaya,uhanya,kenya,2009-12-07,8,1,3.6999520287115177,1,0.065231303,34.28678507
1326,siaya,uhanya,kenya,2009-12-07,2,1,3.186307363935628,0,0.065231303,34.28678507
1327,siaya,sinaga,kenya,2009-12-05,11,0,3.345864975508849,NA,0.056656404,34.51714114
1328,siaya,sinaga,kenya,2009-12-05,2,0,3.245212835727837,NA,0.056656404,34.51714114
1329,siaya,sinaga,kenya,2009-12-05,5,0,3.5204497156916443,NA,0.056656404,34.51714114
1330,siaya,uhanya,kenya,2009-12-07,2,0,1.6120796696483248,NA,0.065231303,34.28678507
1331,siaya,uhanya,kenya,2009-12-07,6,1,0.9226030749328632,0,0.065231303,34.28678507
1332,siaya,uhanya,kenya,2009-12-06,4,1,1.553479139276838,0,0.065231303,34.28678507
1334,siaya,uhanya,kenya,2009-12-07,3,3,1.706885604044509,1,0.065231303,34.28678507
1335,siaya,uhanya,kenya,2009-12-07,4,1,-1.8239579023507801,1,0.065231303,34.28678507
1336,siaya,uhanya,kenya,2009-12-07,2,1,-0.13484391198145218,1,0.065231303,34.28678507
1337,siaya,uhanya,kenya,2009-12-07,3,3,0.9404951193456318,1,0.065231303,34.28678507
1338,siaya,uhanya,kenya,2009-12-07,3,2,0.9050231981963459,1,0.065231303,34.28678507
1339,siaya,uhanya,kenya,2009-12-07,2,2,2.804775823813818,1,0.065231303,34.28678507
1340,siaya,uhanya,kenya,2009-11-07,2,0,2.0208919425878267,NA,0.065231303,34.28678507
1341,siaya,sinaga,kenya,2009-11-07,5,0,1.812459030192889,NA,0.056656404,34.51714114
1342,siaya,sinaga,kenya,2009-11-07,6,0,3.34094740267177,NA,0.056656404,34.51714114
1343,siaya,uhanya,kenya,2009-12-07,5,0,2.603192965759277,NA,0.065231303,34.28678507
1344,siaya,yombura,kenya,2009-11-07,5,0,3.2760585204455652,NA,0.065231303,34.28678507
1345,siaya,yombura,kenya,2009-12-07,2,2,-0.975394367663973,1,0.065231303,34.28678507
1346,siaya,yombura,kenya,2009-12-07,3,1,0.03908554932949174,1,0.065231303,34.28678507
1347,siaya,yombura,kenya,2009-12-07,4,1,0.7555456778871529,1,0.065231303,34.28678507
1348,siaya,yombura,kenya,2009-12-07,3,3,-0.7920895872735011,1,0.065231303,34.28678507
1350,siaya,yombura,kenya,2009-12-07,2,1,-0.06650976044391851,1,0.065231303,34.28678507
1351,siaya,yombura,kenya,2009-12-07,3,1,1.4450222726026147,1,0.065231303,34.28678507
1352,siaya,yombura,kenya,2009-12-07,3,1,3.186307363935628,1,0.065231303,34.28678507
1353,siaya,yombura,kenya,2009-12-07,6,2,3.216224416105607,1,0.065231303,34.28678507
1354,siaya,yombura,kenya,2009-12-07,6,1,2.573275913589298,0,0.065231303,34.28678507
1355,siaya,sinaga,kenya,2009-12-05,2,1,3.1663626624889756,0,0.056656404,34.51714114
1356,siaya,awello,kenya,2009-12-08,3,4,-1.781023373235847,1,0.065469979,34.28796477
1357,siaya,awello,kenya,2009-12-08,3,2,0.29069656248892606,1,0.065469979,34.28796477
1358,siaya,awello,kenya,2009-12-08,3,2,0.6313317244925217,1,0.065469979,34.28796477
1359,siaya,awello,kenya,2009-12-08,4,0,0.2581760373522378,NA,0.065469979,34.28796477
1360,siaya,awello,kenya,2009-12-08,3,0,2.2728727861622784,NA,0.065469979,34.28796477
1361,siaya,sinaga,kenya,2009-11-05,5,1,3.370864454841749,1,0.056656404,34.51714114
1363,siaya,sinaga,kenya,2009-12-05,4,1,-0.31208256957494473,1,0.056656404,34.51714114
1364,siaya,sinaga,kenya,2009-12-05,8,2,3.2860308711688915,0,0.056656404,34.51714114
1365,siaya,sinaga,kenya,2009-12-05,2,0,3.2811132983318125,NA,0.056656404,34.51714114
1366,siaya,awello,kenya,2009-12-08,4,1,0.5619552844408197,0,0.065469979,34.28796477
1367,siaya,awello,kenya,2009-12-08,3,1,0.9404951193456318,0,0.065469979,34.28796477
1368,siaya,awello,kenya,2009-12-09,4,1,-1.7189660834764116,1,0.065469979,34.28796477
1369,siaya,ukwala 'b',kenya,2009-12-05,2,1,-0.30476771031336447,1,0.196054801,34.18935761
1370,siaya,ukwala 'b',kenya,2009-12-09,3,1,0.4366918975771966,1,0.196054801,34.18935761
1371,siaya,awello,kenya,2009-12-08,4,2,0.5482789177345435,1,0.065469979,34.28796477
1372,siaya,awello,kenya,2009-12-08,5,1,1.3791558419305288,1,0.065469979,34.28796477
1373,siaya,awello,kenya,2009-12-08,4,0,3.301057999778465,NA,0.065469979,34.28796477
1374,siaya,awello,kenya,2009-12-08,6,0,3.037708555880649,NA,0.065469979,34.28796477
1375,siaya,awello,kenya,2009-12-18,6,0,0.8418266674318678,NA,0.065469979,34.28796477
1376,siaya,ukwala 'b',kenya,2009-12-09,3,0,1.9759477618082744,NA,0.196054801,34.18935761
1377,siaya,ukwala 'b',kenya,2009-12-09,3,0,3.216224416105607,NA,0.196054801,34.18935761
1378,siaya,ukwala 'b',kenya,2009-12-09,10,0,1.4290175955471605,NA,0.196054801,34.18935761
1379,siaya,uhanya,kenya,2009-12-07,5,1,1.365243466816004,0,0.065231303,34.28678507
1380,siaya,uhanya,kenya,2009-12-07,4,0,3.2461414682755865,NA,0.065231303,34.28678507
1381,siaya,uhanya,kenya,2009-12-07,2,0,0.9376302035424368,NA,0.065231303,34.28678507
1382,siaya,uhanya,kenya,2009-12-07,4,0,0.8508021497249135,NA,0.065231303,34.28678507
1383,siaya,uhanya,kenya,2009-12-07,4,0,3.34094740267177,NA,0.065231303,34.28678507
1384,siaya,ukwala 'b',kenya,2009-12-09,5,1,3.3210027012251175,1,0.196054801,34.18935761
1385,siaya,ukwala 'b',kenya,2009-12-09,4,1,-0.28482300886671175,1,0.196054801,34.18935761
1386,siaya,ukwala 'b',kenya,2009-12-09,4,2,-1.0141890064754786,1,0.196054801,34.18935761
1387,siaya,ukwala 'b',kenya,2009-12-09,3,1,3.186307363935628,1,0.196054801,34.18935761
1388,siaya,ukwala 'b',kenya,2009-12-09,3,1,0.6537695136200059,1,0.196054801,34.18935761
1389,siaya,ukwala 'b',kenya,2009-12-09,2,1,2.87963705676335,1,0.196054801,34.18935761
1390,siaya,ukwala 'b',kenya,2009-12-09,4,1,-1.0540784093687838,1,0.196054801,34.18935761
1391,siaya,ukwala 'b',kenya,2009-12-09,3,1,2.8846232321250134,1,0.196054801,34.18935761
1392,siaya,ukwala 'b',kenya,2009-12-09,3,1,-1.637236041371761,1,0.196054801,34.18935761
1393,siaya,sinaga,kenya,2009-12-05,2,4,-0.5978517678314933,1,0.056656404,34.51714114
1394,siaya,sinaga,kenya,2009-12-05,4,2,3.301057999778465,1,0.056656404,34.51714114
1395,siaya,sinaga,kenya,2009-12-05,4,2,-2.3101015960580495,1,0.056656404,34.51714114
1396,siaya,sinaga,kenya,2009-12-05,4,3,-0.20138226592865935,1,0.056656404,34.51714114
1397,siaya,sinaga,kenya,2009-12-05,3,2,0.9554536454306214,0,0.056656404,34.51714114
1398,siaya,sinaga,kenya,2009-12-05,2,6,0.1614312819472524,1,0.056656404,34.51714114
1399,siaya,sinaga,kenya,2009-12-05,11,1,0.35081063438801763,1,0.056656404,34.51714114
1400,siaya,sinaga,kenya,2009-12-05,5,1,0.9575749049890895,1,0.056656404,34.51714114
1401,siaya,sinaga,kenya,2009-12-05,5,1,-0.3271529320111436,0,0.056656404,34.51714114
1402,siaya,sinaga,kenya,2009-12-05,4,3,0.43111322720147305,1,0.056656404,34.51714114
1403,siaya,sinaga,kenya,2009-12-05,6,1,3.2461414682755865,1,0.056656404,34.51714114
1404,siaya,sinaga,kenya,2009-12-05,5,1,0.2061429463752019,1,0.056656404,34.51714114
1405,siaya,sinaga,kenya,2009-12-05,3,2,3.216224416105607,1,0.056656404,34.51714114
1406,siaya,ukwala 'b',kenya,2009-12-09,4,4,-2.2921513647560623,1,0.196054801,34.18935761
1407,siaya,ukwala 'b',kenya,2009-12-09,3,0,2.0707536962044584,NA,0.196054801,34.18935761
1408,lugari,township,kenya,2009-11-25,2,2,-1.1815023979111232,1,0.6475208,34.87395182
1409,lugari,township,kenya,2009-11-24,5,0,2.5446398658029143,NA,0.6475208,34.87395182
1410,lugari,muyunchi,kenya,2009-11-27,1,1,3.146417961042323,1,0.651269818,34.87616289
1411,lugari,mlimani,kenya,2009-11-27,9,2,1.305340759951462,0,0.651451675,34.87612009
1412,lugari,muyunchi,kenya,2009-11-27,10,1,3.211950551509896,0,0.651269818,34.87616289
1413,lugari,township,kenya,2009-11-24,7,2,1.4786179063273062,1,0.6475208,34.87395182
1414,lugari,mlimani,kenya,2009-11-26,3,2,1.5881460279123416,1,0.651451675,34.87612009
1415,lugari,mlimani,kenya,2009-11-27,3,1,1.193151814314041,1,0.651451675,34.87612009
1416,kilifi,kiwandani,kenya,2009-12-07,5,1,-0.8116278966206881,0,-3.609861016,39.8623924
1417,kilifi,kiwandani,kenya,2009-12-07,4,2,-2.817511334299424,1,-3.609861016,39.8623924
1418,kilifi,kiwandani,kenya,2009-12-07,6,1,-1.265144969220423,1,-3.609861016,39.8623924
1419,kilifi,kiwandani,kenya,2009-12-07,1,1,-2.850420091686401,1,-3.609861016,39.8623924
1420,kilifi,kiwandani,kenya,2009-12-07,3,1,-3.4933685942027104,1,-3.609861016,39.8623924
1421,kilifi,kiwandani,kenya,2009-12-07,2,1,1.210603428079862,1,-3.609861016,39.8623924
1422,kilifi,kiwandani,kenya,2009-12-07,6,1,-3.044289855201461,0,-3.609861016,39.8623924
1423,kilifi,kiwandani,kenya,2009-12-07,3,1,-0.6289056663463433,1,-3.609861016,39.8623924
1424,kilifi,kiwandani,kenya,2009-12-07,3,1,2.178066851766094,0,-3.609861016,39.8623924
1425,kilifi,kiwandani,kenya,2009-12-09,4,1,-2.7593162921033585,0,-3.609861016,39.8623924
1426,kilifi,kiwandani,kenya,2009-12-06,3,1,-0.23206707904254928,1,-3.609861016,39.8623924
1427,kilifi,kiwandani,kenya,2009-12-07,6,1,-1.9331887104519916,1,-3.609861016,39.8623924
1428,kilifi,kiwandani,kenya,2009-12-07,4,0,-2.1725251278118236,1,-3.609861016,39.8623924
1429,kilifi,kiwandani,kenya,2009-12-07,3,1,-2.6858763047515164,1,-3.609861016,39.8623924
1430,kilifi,kiwandani,kenya,2009-12-07,5,0,-2.290156894611397,NA,-3.609861016,39.8623924
1431,kilifi,kiwandani,kenya,2009-12-07,5,0,-3.0613853135843057,NA,-3.609861016,39.8623924
1432,kilifi,kiwandani,kenya,2009-12-06,5,0,0.7615246890786126,NA,-3.609861016,39.8623924
