,house,country,hh_size,migrant_num,wealth_index,remit,municipality,lat,long,district,lat_regrid,long_regrid,intensity,magnitude,duration,frequency,severity,dispersion,area,NDVI_mean,SVI_severity
101,103,south_africa,2,0,-2.862835165122713,,nokeng tsa taemane,-25.51197219,28.44150435,metsweding district municipality,-25.5,28.45,-1.852307915687561,-1.927336573600769,2.5,0.4,-4.724367618560791,-0.3999999999999999,137247659.11830193,0.22379707290925693,-0.9383457079107249
102,104,south_africa,7,0,-3.812174733029482,,nokeng tsa taemane,-25.51197219,28.44150435,metsweding district municipality,-25.5,28.45,-1.852307915687561,-1.927336573600769,2.5,0.4,-4.724367618560791,-0.3999999999999999,137247659.11830193,0.22379707290925693,-0.9383457079107249
103,106,south_africa,2,0,-3.375509410145335,,nokeng tsa taemane,-25.51197219,28.44150435,metsweding district municipality,-25.5,28.45,-1.852307915687561,-1.927336573600769,2.5,0.4,-4.724367618560791,-0.3999999999999999,137247659.11830193,0.22379707290925693,-0.9383457079107249
104,107,south_africa,4,0,-0.304825260432498,,nokeng tsa taemane,-25.51197219,28.44150435,metsweding district municipality,-25.5,28.45,-1.852307915687561,-1.927336573600769,2.5,0.4,-4.724367618560791,-0.3999999999999999,137247659.11830193,0.22379707290925693,-0.9383457079107249
105,108,south_africa,1,1,-3.3498232146815616,1.0,nokeng tsa taemane,-25.51197219,28.44150435,metsweding district municipality,-25.5,28.45,-1.852307915687561,-1.927336573600769,2.5,0.4,-4.724367618560791,-0.3999999999999999,137247659.11830193,0.22379707290925693,-0.9383457079107249
106,109,south_africa,9,0,-0.9781751515716974,1.0,nokeng tsa taemane,-25.51197219,28.44150435,metsweding district municipality,-25.5,28.45,-1.852307915687561,-1.927336573600769,2.5,0.4,-4.724367618560791,-0.3999999999999999,137247659.11830193,0.22379707290925693,-0.9383457079107249
107,110,south_africa,4,0,0.7599160364956185,,nokeng tsa taemane,-25.51197219,28.44150435,metsweding district municipality,-25.5,28.45,-1.852307915687561,-1.927336573600769,2.5,0.4,-4.724367618560791,-0.3999999999999999,137247659.11830193,0.22379707290925693,-0.9383457079107249
108,111,south_africa,7,0,-1.5185754976230397,,nokeng tsa taemane,-25.51197219,28.44150435,metsweding district municipality,-25.5,28.45,-1.852307915687561,-1.927336573600769,2.5,0.4,-4.724367618560791,-0.3999999999999999,137247659.11830193,0.22379707290925693,-0.9383457079107249
109,112,south_africa,7,0,-0.2005182801717986,1.0,nokeng tsa taemane,-25.51197219,28.44150435,metsweding district municipality,-25.5,28.45,-1.852307915687561,-1.927336573600769,2.5,0.4,-4.724367618560791,-0.3999999999999999,137247659.11830193,0.22379707290925693,-0.9383457079107249
110,113,south_africa,4,0,-0.8583843612590395,1.0,nokeng tsa taemane,-25.51197219,28.44150435,metsweding district municipality,-25.5,28.45,-1.852307915687561,-1.927336573600769,2.5,0.4,-4.724367618560791,-0.3999999999999999,137247659.11830193,0.22379707290925693,-0.9383457079107249
111,114,south_africa,9,0,3.47878988564265,,nokeng tsa taemane,-25.51197219,28.44150435,metsweding district municipality,-25.5,28.45,-1.852307915687561,-1.927336573600769,2.5,0.4,-4.724367618560791,-0.3999999999999999,137247659.11830193,0.22379707290925693,-0.9383457079107249
112,115,south_africa,1,0,-2.843648020052133,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
113,116,south_africa,2,0,-2.5546008195574323,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
114,117,south_africa,2,0,-1.138711978770435,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
115,118,south_africa,6,0,-4.332397692698144,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
116,119,south_africa,2,0,-2.5546008195574323,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
117,120,south_africa,6,0,-3.479303856253273,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
118,121,south_africa,2,0,-2.862835165122713,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
119,122,south_africa,3,0,-0.7382091009178464,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
120,123,south_africa,2,0,-3.580998973855522,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
121,124,south_africa,1,0,-1.933227371562929,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
122,125,south_africa,2,0,-2.862835165122713,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
123,126,south_africa,1,0,-1.321796829415647,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
124,127,south_africa,3,0,0.9252345945469618,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
125,128,south_africa,2,0,-2.3394329017158344,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
126,129,south_africa,6,0,0.1999261514724349,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
127,130,south_africa,4,0,-2.281561460395094,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
128,131,south_africa,6,0,-1.52525798468853,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
129,132,south_africa,4,2,-1.6128041062034777,1.0,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
130,133,south_africa,4,0,-0.0342849698052764,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
131,134,south_africa,4,0,-0.6130596059977784,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
132,135,south_africa,2,0,-0.7202750298087616,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
133,136,south_africa,5,0,-1.24367729321564,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
134,137,south_africa,2,0,-1.6509437731772325,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
135,138,south_africa,2,0,0.0195864896573871,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
136,139,south_africa,3,0,-0.6817457366131016,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
137,140,south_africa,3,0,-0.7202750298087616,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
138,141,south_africa,4,0,-0.0589642116026026,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
139,144,south_africa,4,0,0.8305438386902965,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
140,147,south_africa,6,0,-2.367147505616912,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
141,148,south_africa,1,0,-1.321796829415647,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
142,149,south_africa,5,0,-0.6176537808441724,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
143,150,south_africa,1,0,-0.4702817787497735,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
144,151,south_africa,1,2,-1.907541176099156,1.0,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
145,152,south_africa,7,0,-3.079861928209372,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
146,153,south_africa,6,0,-2.444206092008232,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
147,154,south_africa,2,0,-2.290088919225591,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
148,155,south_africa,1,0,-2.0010417187308907,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
149,156,south_africa,2,0,-0.8969136544546996,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
150,157,south_africa,5,0,1.336944309442104,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
151,158,south_africa,4,0,0.480445893136638,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
152,159,south_africa,4,0,0.7127421971909307,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
153,160,south_africa,2,0,1.813914827866143,1.0,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
154,161,south_africa,4,0,-0.1193483595246954,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
155,162,south_africa,5,0,0.2769847378637549,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
156,163,south_africa,5,0,0.3026709333275283,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
157,164,south_africa,5,0,1.292910831504207,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
158,165,south_africa,5,0,-0.2836804154211996,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
159,166,south_africa,8,0,-0.8422069567344348,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
160,168,south_africa,5,0,-1.4062535926846038,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
161,169,south_africa,5,0,-1.24367729321564,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
162,170,south_africa,1,0,-1.315962282339492,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
163,171,south_africa,7,0,0.6819187626344027,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
164,172,south_africa,5,0,0.8834238189525029,1.0,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
165,173,south_africa,4,0,1.9110363610837344,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
166,174,south_africa,7,0,-0.1758579895449969,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
167,175,south_africa,5,0,0.8745773166281937,,ekurhuleni metro,-26.01433756,28.20518323,ekurhuleni metropolitan municipality,-26.0,28.2,-1.6900083422660828,-1.7459368705749512,2.5,0.4,-4.297181248664856,-0.3999999999999999,137247659.11830193,0.20422239787619154,-0.14163162612514246
