house,census_tract,country,interview_date,lat,long,hh_size,migrant_num,wealth_index,remit,frequency,severity,dispersion,area,SVI_severity,pop_cent_lat,pop_cent_long,NDVI_mean
355,mbour 1,senegal,2009-11-01,14.68562239,-17.45034661,7,1,-0.0839036479230501,0,0,0,0,0,0,14.66195934,-17.45998489,0.10319156482409106
821,escale,senegal,2009-11-01,14.75636795,-17.14230905,13,2,-0.058018269361084,1,0.4,-1.411750078201294,0.6000000000000005,46465212.46949579,0.7460713613946405,14.76581033,-17.22764196,0.19048322598939443
1956,bouleydi,senegal,2009-11-01,16.58435183,-15.45257669,8,0,-0.801738050209911,NA,0,0,0,0,0,16.47147469,-15.40508637,0.14945886918187656
1060,santhiaba centre,senegal,2009-11-01,15.6277561,-16.22782692,7,1,1.8986334583755,1,0.6,-2.5588854551315308,-0.5999999999999999,30282955.40571375,0.7111154181732052,15.6680352,-16.23192106,0.17471132878684892
1595,sorry,senegal,2009-11-01,15.20066949,-12.94539215,8,1,-1.27826024278176,1,0.6,-1.9743191401163735,1.4,56480806.52208929,0.37369348981896616,15.23872587,-13.36263999,0.18089102380088468
807,escale,senegal,2009-11-01,14.75636795,-17.14230905,10,0,-0.648522582615176,NA,0.4,-1.411750078201294,0.6000000000000005,46465212.46949579,0.7460713613946405,14.76581033,-17.22764196,0.19048322598939443
1275,khayra,senegal,2009-11-01,14.823157881171742,-15.90761198,22,3,1.65272236203682,1,0.2,-1.349770188331604,-0.19999999999999973,88734721.23539704,0.5545915366157987,14.81724179,-15.88108409,0.18846073628041107
814,escale,senegal,2009-11-01,14.75636795,-17.14230905,7,1,1.30547371363323,1,0.4,-1.411750078201294,0.6000000000000005,46465212.46949579,0.7460713613946405,14.76581033,-17.22764196,0.19048322598939443
1940,ndiorna,senegal,2009-11-01,16.59379009,-14.99088615,9,1,-2.43136318961708,0,0,0,0,0,0,16.47147469,-14.93936134,0.15479932284312
542,hlm 5,senegal,2009-11-01,NA,NA,7,1,1.26923418364648,1,NA,NA,NA,NA,NA,14.72402296,-17.45998489,NA
1966,bouleydji,senegal,2009-11-01,16.58435183,-15.45257669,11,2,-1.31746452616721,1,0,0,0,0,0,16.47147469,-15.40508637,0.14945886918187656
1849,sor nord,senegal,2009-11-01,16.03200409,-16.47188231,12,1,-0.634314314651848,1,0,0,0,0,0,16.0110665,-16.45109143,0.1302764969637759
817,passy leona,senegal,2009-11-01,13.98148365,-16.3182542,10,2,0.634861248197051,1,0.2,-3.2038350105285645,-0.19999999999999973,40611737.75569371,0.6618696789417569,13.9817835,-16.26780651,0.20728148240588667
545,hlm 5,senegal,2009-11-01,NA,NA,6,1,1.84686270125157,1,NA,NA,NA,NA,NA,14.72402296,-17.45998489,NA
1858,fanaye,senegal,2009-11-01,16.52599054,-15.22269493,5,1,-2.14483842562208,1,0.4,-2.0280222296714783,-0.3999999999999999,50103344.19842622,1.0101324341621338,16.47147469,-15.27583107,0.15500495166200828
1070,affe leye 1,senegal,2009-11-01,15.80634938,-16.29988776,8,0,-2.75964221136897,NA,0.8,-1.6397347648938496,-0.29999999999999993,34712926.15770709,0.11939523981681506,15.71702669,-16.26780651,0.17041258258559827
1212,madiyana 1,senegal,2009-11-01,14.9198,-15.8823,6,2,-1.34650039816614,1,0.2,-1.4052096605300903,-0.19999999999999973,88734721.23539704,0.3011360268655398,14.85551526,-15.88108409,0.18242893593449297
1620,wodabe,senegal,2009-11-01,15.54077403,-13.24904558,4,0,-2.88666172700387,NA,0.6,-1.4896016120910645,0.06666666666666665,26500229.788067397,0.12725534897306626,15.6680352,-13.36263999,0.14903519149594585
1080,affe leye,senegal,2009-11-01,15.80634938,-16.29988776,5,0,-2.21112346104036,NA,0.8,-1.6397347648938496,-0.29999999999999993,34712926.15770709,0.11939523981681506,15.71702669,-16.26780651,0.17041258258559827
1076,affe leye,senegal,2009-11-01,15.80634938,-16.29988776,8,1,-2.44901766862538,1,0.8,-1.6397347648938496,-0.29999999999999993,34712926.15770709,0.11939523981681506,15.71702669,-16.26780651,0.17041258258559827
1268,keur niang khayra,senegal,2009-11-01,14.823157881171742,-15.90761198,7,1,-1.00706628779819,1,0.2,-1.349770188331604,-0.19999999999999973,88734721.23539704,0.5545915366157987,14.81724179,-15.88108409,0.18846073628041107
906,baridian,senegal,2009-11-01,14.71688363,-17.46683875,10,1,-3.07430467667792,1,0,0,0,0,0,14.72094534,-17.45998489,0.10319156482409106
1216,touba madiyana,senegal,2009-11-01,14.9198,-15.8823,5,0,0.573980139032154,NA,0.2,-1.4052096605300903,-0.19999999999999973,88734721.23539704,0.3011360268655398,14.85551526,-15.88108409,0.18242893593449297
796,guede bousso,senegal,2009-11-01,14.89820198,-15.86724177,10,1,-1.85717507237806,1,0.2,-1.3924002647399902,-0.19999999999999973,88734721.23539704,0.45797913261875534,14.85551526,-15.88108409,0.1878702253657743
1078,affe leye 1,senegal,2009-11-01,15.80634938,-16.29988776,14,1,-1.0215497571866201,1,0.8,-1.6397347648938496,-0.29999999999999993,34712926.15770709,0.11939523981681506,15.71702669,-16.26780651,0.17041258258559827
1857,fanaye,senegal,2009-11-01,16.52599054,-15.22269493,3,1,-0.866237485814821,0,0.4,-2.0280222296714783,-0.3999999999999999,50103344.19842622,1.0101324341621338,16.47147469,-15.27583107,0.15500495166200828
1401,boynadji roumde,senegal,2009-11-01,15.66051954,-13.35041654,13,2,-3.295901983468,1,0.4,-2.7332383394241333,-0.3999999999999999,17354546.875206813,0.2764973600953168,15.6680352,-13.36263999,0.153998833792147
1081,nguene seye,senegal,2009-11-01,15.36305,-16.22797,5,1,-2.32311188649344,1,0.6,-2.510584592819214,0.06666666666666665,29634013.95515437,0.8968196034904261,15.38130032,-16.23192106,0.18345469763023664
1644,damba malick,senegal,2009-11-01,13.78607662,-15.79470889,23,3,-2.16265768942744,1,0.4,-2.613256871700287,0.6000000000000005,34359803.787766814,-0.02747643903170016,13.7751637,-15.78133054,0.20593115061153844
911,baridian,senegal,2009-11-01,14.71688363,-17.46683875,18,2,-1.06037782502957,1,0,0,0,0,0,14.72094534,-17.45998489,0.10319156482409106
789,guede bousso,senegal,2009-11-01,14.89820198,-15.86724177,8,0,-0.4141099580479,NA,0.2,-1.3924002647399902,-0.19999999999999973,88734721.23539704,0.45797913261875534,14.85551526,-15.88108409,0.1878702253657743
794,guede bousso,senegal,2009-11-01,14.89820198,-15.86724177,11,3,-0.866287552165235,1,0.2,-1.3924002647399902,-0.19999999999999973,88734721.23539704,0.45797913261875534,14.85551526,-15.88108409,0.1878702253657743
1250,darou khoudoss,senegal,2009-11-01,14.8653417,-15.87905597,9,1,0.338108538016339,1,0.2,-1.3787286281585691,-0.19999999999999973,88734721.23539704,0.4296550142673737,14.85551526,-15.88108409,0.1822150034646987
703,khandane,senegal,2009-11-01,NA,NA,9,0,-1.81719022261746,NA,NA,NA,NA,NA,NA,14.72402296,-17.45998489,NA
637,niagha ouolof,senegal,2009-11-01,14.80539524,-17.23892342,12,2,-0.0384342749625632,1,0.2,-3.478778123855591,-0.19999999999999984,108414.2033981107,1.0955087139818869,14.81724179,-17.22764196,0.18828021833687897
700,khandane,senegal,2009-11-01,NA,NA,8,1,-2.42957758980371,0,NA,NA,NA,NA,NA,14.72402296,-17.45998489,NA
1642,keur amath drame,senegal,2009-11-01,13.78607662,-15.79470889,15,0,-2.46997724666002,NA,0.4,-2.613256871700287,0.6000000000000005,34359803.787766814,-0.02747643903170016,13.7751637,-15.78133054,0.20593115061153844
1242,drou khoudoss,senegal,2009-11-01,14.8653417,-15.87905597,13,1,-0.192469842701496,1,0.2,-1.3787286281585691,-0.19999999999999973,88734721.23539704,0.4296550142673737,14.85551526,-15.88108409,0.1822150034646987
1215,madiyana,senegal,2009-11-01,14.9198,-15.8823,9,3,-0.452938025890849,0,0.2,-1.4052096605300903,-0.19999999999999973,88734721.23539704,0.3011360268655398,14.85551526,-15.88108409,0.18242893593449297
1585,wourou doro,senegal,2009-11-01,15.00226737,-14.67912165,30,2,-2.12006883574786,1,0.4,-1.402790904045105,-0.3999999999999999,48087754.75601864,-0.12812182152847945,15.03429087,-14.76136369,0.19114254824445437
1214,madiyana,senegal,2009-11-01,14.9198,-15.8823,7,1,1.80824864420862,1,0.2,-1.4052096605300903,-0.19999999999999973,88734721.23539704,0.3011360268655398,14.85551526,-15.88108409,0.18242893593449297
1272,khayra,senegal,2009-11-01,14.823157881171742,-15.90761198,9,1,1.71342947678868,1,0.2,-1.349770188331604,-0.19999999999999973,88734721.23539704,0.5545915366157987,14.81724179,-15.88108409,0.18846073628041107
919,baridian,senegal,2009-11-01,14.71688363,-17.46683875,17,2,-1.68612268859251,1,0,0,0,0,0,14.72094534,-17.45998489,0.10319156482409106
920,baridian,senegal,2009-11-01,14.71688363,-17.46683875,19,2,-1.69636600052197,1,0,0,0,0,0,14.72094534,-17.45998489,0.10319156482409106
1766,sinthiou,senegal,2009-11-01,15.36926899,-13.13837955,23,0,-2.29756857445849,NA,0.4,-2.1840692162513733,0.6000000000000005,61154240.63180222,0.2745753514087575,15.38130032,-13.36263999,0.16910704774775334
1243,darou khoudoss,senegal,2009-11-01,14.8653417,-15.87905597,18,0,1.02094856025161,NA,0.2,-1.3787286281585691,-0.19999999999999973,88734721.23539704,0.4296550142673737,14.85551526,-15.88108409,0.1822150034646987
1481,hodio,senegal,2009-11-01,16.05755556,-13.72019879,18,2,-2.48711051435972,1,0.2,-4.244600772857666,-0.19999999999999973,31792169.6249615,0.23052000582194965,16.0110665,-13.6728487,0.14832461957741871
1344,sinthiou cire mato,senegal,2009-11-01,16.04509141,-13.72755926,26,2,0.418871282652338,1,0.2,-4.243414402008057,-0.19999999999999973,31792169.6249615,0.16731002654052762,16.0110665,-13.6728487,0.15316924169995985
1239,darou khoudoss,senegal,2009-11-01,14.8653417,-15.87905597,6,2,1.11019205093809,0,0.2,-1.3787286281585691,-0.19999999999999973,88734721.23539704,0.4296550142673737,14.85551526,-15.88108409,0.1822150034646987
1471,asnde balla,senegal,2009-11-01,14.47940917,-14.51631588,14,0,-2.05905330056609,NA,0.6,-2.409195383389791,1.4,180363716.8325099,0.7856890285388708,14.47252629,-14.56250057,0.2046936484867945
1204,madiyana,senegal,2009-11-01,14.9198,-15.8823,5,0,-1.19508165465946,NA,0.2,-1.4052096605300903,-0.19999999999999973,88734721.23539704,0.3011360268655398,14.85551526,-15.88108409,0.18242893593449297
1851,yelitane,senegal,2009-11-01,NA,NA,1,0,-0.622679137233813,NA,NA,NA,NA,NA,NA,14.72402296,-17.45998489,NA
801,guede,senegal,2009-11-01,14.89820198,-15.86724177,3,1,0.625750896156086,1,0.2,-1.3924002647399902,-0.19999999999999973,88734721.23539704,0.45797913261875534,14.85551526,-15.88108409,0.1878702253657743
1850,yetarre,senegal,2009-11-01,16.52936484,-15.20234492,1,0,-0.622679137233813,NA,0.4,-2.0280222296714783,-0.3999999999999999,50103344.19842622,1.0101324341621338,16.47147469,-15.27583107,0.15500495166200828
1924,nanaye,senegal,2009-11-01,16.24874342,-14.10811085,11,2,-1.58775825005704,1,0.6,-2.093017667531967,0.06666666666666665,67380541.52758223,0.9069532672809756,16.42033799,-14.01712506,0.15590663399322888
699,khandane,senegal,2009-11-01,NA,NA,5,0,-1.56162159631001,NA,NA,NA,NA,NA,NA,14.72402296,-17.45998489,NA
1915,nanaye,senegal,2009-11-01,16.24874342,-14.10811085,6,1,-1.4891425363365,1,0.6,-2.093017667531967,0.06666666666666665,67380541.52758223,0.9069532672809756,16.42033799,-14.01712506,0.15590663399322888
1919,nanaye,senegal,2009-11-01,16.24874342,-14.10811085,5,5,-0.554785557785894,1,0.6,-2.093017667531967,0.06666666666666665,67380541.52758223,0.9069532672809756,16.42033799,-14.01712506,0.15590663399322888
1131,sara ndiougary,senegal,2009-11-01,NA,NA,6,2,-1.57946880522383,1,NA,NA,NA,NA,NA,14.72402296,-17.45998489,NA
1879,dodele,senegal,2009-11-01,16.50354464,-14.42019001,6,2,-2.32070450931851,1,0.6,-1.44758939743042,0.06666666666666665,87915352.91104256,0.43111990718253834,16.47147469,-14.56250057,0.145028161062628
958,mbodjiene,senegal,2009-11-01,14.23001387,-16.86834878,10,2,-2.80941135702797,1,0.2,-3.4787776470184326,-0.19999999999999984,124021.92331881703,1.4308567818858329,14.22169871,-16.92877566,0.197192156070272
1459,medina torobe,senegal,2009-11-01,15.41865156,-13.18384815,6,1,-3.14551551262353,1,0.6,-1.7538409531116486,0.06666666666666665,31893940.416139115,0.2595341742764887,15.38130032,-13.36263999,0.17389833026914428
1356,agnam civol,senegal,2009-11-01,16.00801046,-13.68783836,5,2,-0.702742650094642,1,0.2,-3.0171127319335938,-0.19999999999999973,47665098.4684764,0.8905791176999358,16.0110665,-13.6728487,0.1545433128570514
960,ndieuk,senegal,2009-11-01,15.41529756,-16.07521462,3,0,-0.866237485814821,NA,0.6,-2.1047627925872803,0.06666666666666665,32637655.30607027,0.7155962176144852,15.38130032,-16.09656209,0.18741918474803893
907,paye baridian,senegal,2009-11-01,14.71688363,-17.46683875,6,0,-3.02253391955399,NA,0,0,0,0,0,14.72094534,-17.45998489,0.10319156482409106
1566,mango,senegal,2009-11-01,15.60094582,-13.322622,4,1,-1.9992656546885,1,0.4,-1.541080117225647,-0.3999999999999999,45684180.71793652,0.01543036411523599,15.6680352,-13.36263999,0.1573156957932611
1354,agnam civol,senegal,2009-11-01,16.00801046,-13.68783836,6,1,-3.61145232673891,0,0.2,-3.0171127319335938,-0.19999999999999973,47665098.4684764,0.8905791176999358,16.0110665,-13.6728487,0.1545433128570514
1327,aoure,senegal,2009-11-01,15.14596428,-12.94689277,6,0,-3.45906424442952,NA,0.6,-1.9986534118652344,1.4,56480806.52208929,0.2935821524812565,15.23872587,-13.36263999,0.1825244970789492
1484,asnde balla,senegal,2009-11-01,14.47940917,-14.51631588,4,2,-0.882970961225684,1,0.6,-2.409195383389791,1.4,180363716.8325099,0.7856890285388708,14.47252629,-14.56250057,0.2046936484867945
1470,asnde balla,senegal,2009-11-01,14.47940917,-14.51631588,13,0,-2.48982606703877,NA,0.6,-2.409195383389791,1.4,180363716.8325099,0.7856890285388708,14.47252629,-14.56250057,0.2046936484867945
1873,dolele,senegal,2009-11-01,NA,NA,18,4,-2.18398441530015,1,NA,NA,NA,NA,NA,14.72402296,-17.45998489,NA
8083,diamel,senegal,2009-11-01,15.83897387,-13.22043021,7,0,-2.92269237171405,NA,0.6,-1.8558387358983357,-0.5999999999999999,55268526.38113218,0.4310740408497382,15.71702669,-13.36263999,0.163726481540929
706,khandane,senegal,2009-11-01,NA,NA,2,2,-1.69897993955031,1,NA,NA,NA,NA,NA,14.72402296,-17.45998489,NA
1434,golere,senegal,2009-11-01,16.24895647,-14.10938504,4,2,-2.38276344211302,0,0.6,-2.093017667531967,0.06666666666666665,67380541.52758223,0.9069532672809756,16.42033799,-14.01712506,0.15590663399322888
1891,sourboty mery,senegal,2009-11-01,16.22157694370984,-14.09291881,7,0,-2.26456474004845,NA,0.6,-2.074509412050247,0.06666666666666665,67380541.52758223,0.9229745510159756,16.42033799,-14.01712506,0.16312271312911902
722,keur el hadj,senegal,2009-11-01,NA,NA,6,0,-0.882970961225684,NA,NA,NA,NA,NA,NA,14.72402296,-17.45998489,NA
961,ndieuk,senegal,2009-11-01,15.41529756,-16.07521462,6,0,-1.55669579578268,NA,0.6,-2.1047627925872803,0.06666666666666665,32637655.30607027,0.7155962176144852,15.38130032,-16.09656209,0.18741918474803893
1874,dodele,senegal,2009-11-01,16.50354464,-14.42019001,13,0,-2.0513154115928,NA,0.6,-1.44758939743042,0.06666666666666665,87915352.91104256,0.43111990718253834,16.47147469,-14.56250057,0.145028161062628
1260,khaira,senegal,2009-11-01,14.823157881171742,-15.90761198,3,0,-1.89961766830575,NA,0.2,-1.349770188331604,-0.19999999999999973,88734721.23539704,0.5545915366157987,14.81724179,-15.88108409,0.18846073628041107
1526,gouricky samba diome,senegal,2009-11-01,15.43737252,-12.9487353,12,1,-2.99563159214919,1,0.6,-1.8576865196228027,0.06666666666666665,31893940.416139115,0.4599991934381265,15.38130032,-13.36263999,0.15892811126726786
959,ndieuk,senegal,2009-11-01,15.41529756,-16.07521462,6,0,-2.31466497528823,NA,0.6,-2.1047627925872803,0.06666666666666665,32637655.30607027,0.7155962176144852,15.38130032,-16.09656209,0.18741918474803893
1448,medina torobe,senegal,2009-11-01,15.41865156,-13.18384815,14,0,-3.05775650069791,NA,0.6,-1.7538409531116486,0.06666666666666665,31893940.416139115,0.2595341742764887,15.38130032,-13.36263999,0.17389833026914428
754,medinatoul,senegal,2009-11-01,14.73727345,-16.24237956,9,1,-0.994123598517202,0,0.4,-2.1978121399879456,0.6000000000000005,56448417.362842165,0.2934550520574559,14.74391863,-16.24558632,0.1894486964504248
1907,mery,senegal,2009-11-01,16.42777753,-14.09801568,4,2,-0.866237485814821,1,0.6,-1.4884836971759796,0.06666666666666665,87915352.91104256,0.16536416295790665,16.42033799,-14.01712506,0.14528045684780805
1894,mery,senegal,2009-11-01,16.42777753,-14.09801568,8,1,-1.12509127143448,0,0.6,-1.4884836971759796,0.06666666666666665,87915352.91104256,0.16536416295790665,16.42033799,-14.01712506,0.14528045684780805
1322,aoure,senegal,2009-11-01,15.14596428,-12.94689277,5,0,-2.34658988788048,NA,0.6,-1.9986534118652344,1.4,56480806.52208929,0.2935821524812565,15.23872587,-13.36263999,0.1825244970789492
387,thiarene h2,senegal,2009-11-01,15.7668346,-13.47659022,7,0,-1.6145060869369,NA,0.4,-2.0618878602981567,-0.3999999999999999,25149369.334476203,0.3851886887902918,15.71702669,-13.36263999,0.16610312408759917
359,mbour i,senegal,2009-11-01,14.68562239,-17.45034661,4,0,-1.1939679211565,NA,0,0,0,0,0,14.66195934,-17.45998489,0.10319156482409106
951,mbodjiene,senegal,2009-11-01,14.23001387,-16.86834878,9,1,-1.77951893669216,1,0.2,-3.4787776470184326,-0.19999999999999984,124021.92331881703,1.4308567818858329,14.22169871,-16.92877566,0.197192156070272
702,khandane,senegal,2009-11-01,NA,NA,6,0,-1.61339235343394,NA,NA,NA,NA,NA,NA,14.72402296,-17.45998489,NA
740,keur el hadji,senegal,2009-11-01,14.49623916,-16.0640894,5,1,-1.93483120806396,1,0.2,-3.2022647857666016,-0.19999999999999973,40611737.75569371,0.7325532552403278,14.50274052,-16.09656209,0.1903920850097714
711,khandane,senegal,2009-11-01,NA,NA,15,2,-2.17553750409493,1,NA,NA,NA,NA,NA,14.72402296,-17.45998489,NA
1111,sara ndiougary,senegal,2009-11-01,NA,NA,2,0,-1.39182585554978,NA,NA,NA,NA,NA,NA,14.72402296,-17.45998489,NA
1492,diamel,senegal,2009-11-01,15.83897387,-13.22043021,14,0,-2.45028589265328,NA,0.6,-1.8558387358983357,-0.5999999999999999,55268526.38113218,0.4310740408497382,15.71702669,-13.36263999,0.163726481540929
746,medinatoul,senegal,2009-11-01,14.73727345,-16.24237956,10,0,-1.45681830173507,NA,0.4,-2.1978121399879456,0.6000000000000005,56448417.362842165,0.2934550520574559,14.74391863,-16.24558632,0.1894486964504248
1225,thierno kandji,senegal,2009-11-01,14.6563661,-16.23464222,10,2,-0.4141099580479,0,0.2,-3.180641412734986,-0.19999999999999973,40611737.75569371,0.6303187841263145,14.66195934,-16.23192106,0.1888813782738505
914,pape baridian,senegal,2009-11-01,14.71688363,-17.46683875,8,1,-1.49457088723396,1,0,0,0,0,0,14.72094534,-17.45998489,0.10319156482409106
1476,hodio,senegal,2009-11-01,16.05755556,-13.72019879,6,2,0.0946905290704043,1,0.2,-4.244600772857666,-0.19999999999999973,31792169.6249615,0.23052000582194965,16.0110665,-13.6728487,0.14832461957741871
1900,mery,senegal,2009-11-01,16.42777753,-14.09801568,3,1,-1.27297358044389,1,0.6,-1.4884836971759796,0.06666666666666665,87915352.91104256,0.16536416295790665,16.42033799,-14.01712506,0.14528045684780805
1487,ndiakar,senegal,2009-11-01,NA,NA,5,3,-1.91511212946191,1,NA,NA,NA,NA,NA,14.72402296,-17.45998489,NA
1200,touba madiyana,senegal,2009-11-01,14.9198,-15.8823,6,0,-2.48137915583355,NA,0.2,-1.4052096605300903,-0.19999999999999973,88734721.23539704,0.3011360268655398,14.85551526,-15.88108409,0.18242893593449297
729,keur el hadji,senegal,2009-11-01,14.49623916,-16.0640894,5,1,-0.855647544291506,1,0.2,-3.2022647857666016,-0.19999999999999973,40611737.75569371,0.7325532552403278,14.50274052,-16.09656209,0.1903920850097714
895,leona,senegal,2009-11-01,14.72956183,-16.45421075,8,1,-2.18579487085959,1,0.4,-2.2262277603149414,0.6000000000000005,56448417.362842165,0.166333250637953,14.72402296,-16.45109143,0.19193895285476748
705,khandane,senegal,2009-11-01,NA,NA,16,1,-2.074403367022,0,NA,NA,NA,NA,NA,14.72402296,-17.45998489,NA
1480,ndiakir,senegal,2009-11-01,16.02259398,-13.70369001,5,1,-0.969779000062685,1,0.2,-3.0171127319335938,-0.19999999999999973,47665098.4684764,0.8905791176999358,16.0110665,-13.6728487,0.1545433128570514
1289,mbacke khewar,senegal,2009-11-01,14.80411689,-15.91020024,9,3,-1.81243721228153,1,0.2,-1.349770188331604,-0.19999999999999973,88734721.23539704,0.5545915366157987,14.81724179,-15.88108409,0.18846073628041107
748,medinatoul,senegal,2009-11-01,14.73727345,-16.24237956,6,1,-1.11060780204605,1,0.4,-2.1978121399879456,0.6000000000000005,56448417.362842165,0.2934550520574559,14.74391863,-16.24558632,0.1894486964504248
1898,mery,senegal,2009-11-01,16.42777753,-14.09801568,5,1,-1.50492503865875,1,0.6,-1.4884836971759796,0.06666666666666665,87915352.91104256,0.16536416295790665,16.42033799,-14.01712506,0.14528045684780805
1425,golere,senegal,2009-11-01,16.24895647,-14.10938504,8,0,-3.30082778399532,NA,0.6,-2.093017667531967,0.06666666666666665,67380541.52758223,0.9069532672809756,16.42033799,-14.01712506,0.15590663399322888
708,khandane,senegal,2009-11-01,NA,NA,7,2,-1.42726890297285,1,NA,NA,NA,NA,NA,14.72402296,-17.45998489,NA
778,medinatoul,senegal,2009-11-01,14.73727345,-16.24237956,17,2,-1.82426616805955,0,0.4,-2.1978121399879456,0.6000000000000005,56448417.362842165,0.2934550520574559,14.74391863,-16.24558632,0.1894486964504248
1910,ndiouganabe,senegal,2009-11-01,16.42777753,-14.09801568,31,4,-2.47506831316911,1,0.6,-1.4884836971759796,0.06666666666666665,87915352.91104256,0.16536416295790665,16.42033799,-14.01712506,0.14528045684780805
1485,asnde balla,senegal,2009-11-01,14.47940917,-14.51631588,8,1,-1.56273532981297,0,0.6,-2.409195383389791,1.4,180363716.8325099,0.7856890285388708,14.47252629,-14.56250057,0.2046936484867945
1088,affe leye 2,senegal,2009-11-01,15.80634938,-16.29988776,4,1,-1.6708003467319,1,0.8,-1.6397347648938496,-0.29999999999999993,34712926.15770709,0.11939523981681506,15.71702669,-16.26780651,0.17041258258559827
1437,thiambe,senegal,2009-11-01,15.63263924,-13.3254062,4,1,-2.39836064500441,1,0.4,-2.7332383394241333,-0.3999999999999999,17354546.875206813,0.2764973600953168,15.6680352,-13.36263999,0.153998833792147
1218,thierno kandji,senegal,2009-11-01,14.6563661,-16.23464222,8,0,-0.955295530674253,NA,0.2,-3.180641412734986,-0.19999999999999973,40611737.75569371,0.6303187841263145,14.66195934,-16.23192106,0.1888813782738505
1458,medina torobe,senegal,2009-11-01,15.41865156,-13.18384815,18,3,-1.17686202855841,1,0.6,-1.7538409531116486,0.06666666666666665,31893940.416139115,0.2595341742764887,15.38130032,-13.36263999,0.17389833026914428
371,chateau d'eau,senegal,2009-11-01,14.65934807,-17.43678063,9,0,-0.452938025890849,NA,0,0,0,0,0,14.66195934,-17.45998489,0.10319156482409106
744,medinatoul,senegal,2009-11-01,14.73727345,-16.24237956,7,0,-1.00706628779819,NA,0.4,-2.1978121399879456,0.6000000000000005,56448417.362842165,0.2934550520574559,14.74391863,-16.24558632,0.1894486964504248
843,medinatoul ouest,senegal,2009-11-01,14.658495630000001,-16.23483977,4,1,-1.40742305844117,1,0.2,-3.180641412734986,-0.19999999999999973,40611737.75569371,0.6303187841263145,14.66195934,-16.23192106,0.1888813782738505
1463,medina torobe,senegal,2009-11-01,15.41865156,-13.18384815,11,3,-3.02126569552609,1,0.6,-1.7538409531116486,0.06666666666666665,31893940.416139115,0.2595341742764887,15.38130032,-13.36263999,0.17389833026914428
1462,medina torobe,senegal,2009-11-01,15.41865156,-13.18384815,9,1,-3.49789231227247,1,0.6,-1.7538409531116486,0.06666666666666665,31893940.416139115,0.2595341742764887,15.38130032,-13.36263999,0.17389833026914428
1224,thierno kandji,senegal,2009-11-01,14.6563661,-16.23464222,10,3,-1.09920589287251,1,0.2,-3.180641412734986,-0.19999999999999973,40611737.75569371,0.6303187841263145,14.66195934,-16.23192106,0.1888813782738505
1645,medina ndiayenne,senegal,2009-11-01,13.78607662,-15.79470889,11,3,-1.58775825005704,1,0.4,-2.613256871700287,0.6000000000000005,34359803.787766814,-0.02747643903170016,13.7751637,-15.78133054,0.20593115061153844
719,khandane,senegal,2009-11-01,NA,NA,8,7,-0.959424848637899,1,NA,NA,NA,NA,NA,14.72402296,-17.45998489,NA
1537,yirla,senegal,2009-11-01,15.60553632,-13.18272101,9,1,-2.77875120060987,1,0.6,-2.1883033514022827,0.06666666666666665,18255120.510934275,0.05306710310857907,15.6680352,-13.36263999,0.1458656833905574
4083,nguene seye,senegal,2009-11-01,15.36305,-16.22797,37,5,-1.37123076339138,1,0.6,-2.510584592819214,0.06666666666666665,29634013.95515437,0.8968196034904261,15.38130032,-16.23192106,0.18345469763023664
1334,aoure,senegal,2009-11-01,15.14596428,-12.94689277,9,1,-2.90604971602514,1,0.6,-1.9986534118652344,1.4,56480806.52208929,0.2935821524812565,15.23872587,-13.36263999,0.1825244970789492
1632,keur birame ba,senegal,2009-11-01,13.78607662,-15.79470889,14,0,-2.51657092807156,NA,0.4,-2.613256871700287,0.6000000000000005,34359803.787766814,-0.02747643903170016,13.7751637,-15.78133054,0.20593115061153844
1489,diamel,senegal,2009-11-01,15.83897387,-13.22043021,3,1,-2.83489096987994,0,0.6,-1.8558387358983357,-0.5999999999999999,55268526.38113218,0.4310740408497382,15.71702669,-13.36263999,0.163726481540929
718,khandame,senegal,2009-11-01,15.05201106,-16.64404554,33,7,-0.805272016983458,1,0.6,-2.1245739459991455,1.4,47637474.309924565,0.5199940151693793,15.03429087,-16.73379647,0.1799065447036464
477,darou salam,senegal,2009-11-01,15.44284137,-14.05528102,8,1,-2.37095374377949,1,0.2,-2.815380334854126,-0.19999999999999973,47665098.4684764,1.2517397690586012,15.38130032,-14.01712506,0.1822629119282697
1532,yula,senegal,2009-11-01,15.60553632,-13.18272101,21,0,-2.35958264351188,NA,0.6,-2.1883033514022827,0.06666666666666665,18255120.510934275,0.05306710310857907,15.6680352,-13.36263999,0.1458656833905574
1079,affe leye 1,senegal,2009-11-01,15.80634938,-16.29988776,14,1,-3.28283478493158,0,0.8,-1.6397347648938496,-0.29999999999999993,34712926.15770709,0.11939523981681506,15.71702669,-16.26780651,0.17041258258559827
478,darou salam,senegal,2009-11-01,15.44284137,-14.05528102,13,0,-2.21957037224558,NA,0.2,-2.815380334854126,-0.19999999999999973,47665098.4684764,1.2517397690586012,15.38130032,-14.01712506,0.1822629119282697
1069,affe leye,senegal,2009-11-01,15.80634938,-16.29988776,16,5,-2.21193152460662,1,0.8,-1.6397347648938496,-0.29999999999999993,34712926.15770709,0.11939523981681506,15.71702669,-16.26780651,0.17041258258559827
