house,census_tract,district,country,date,wealth_index,hh_size,migrant_num,any_remit,migrant_hh,migrant_loc,hh_months,remit,lat,long
160,barracks zone c,kampala,uganda,2010-02-18,3.57989188856574,12,9,1,hh,international,96,1,0.273034,32.61746
160,barracks zone c,kampala,uganda,2010-02-18,3.57989188856574,12,9,1,hh,national,12,1,0.273034,32.61746
160,barracks zone c,kampala,uganda,2010-02-18,3.57989188856574,12,9,1,hh,national,36,1,0.273034,32.61746
161,bufumbula,manafwa,uganda,2010-02-19,-2.51141323108082,2,0,NA,NA,NA,NA,NA,0.83942,34.2169
162,bufumbula,manafwa,uganda,NA,-2.46849685902512,3,1,NA,hh,national,36,NA,0.83942,34.2169
163,bufumbula,manafwa,uganda,2010-02-19,-1.35769003366229,3,0,NA,NA,NA,NA,NA,0.83942,34.2169
164,bufumbula,manafwa,uganda,NA,-1.09336955403542,4,1,1,hh,national,27,1,0.83942,34.2169
164,bufumbula,manafwa,uganda,NA,-1.09336955403542,4,1,1,non-hh,national,NA,1,0.83942,34.2169
165,bufumbula,manafwa,uganda,2010-02-19,-1.16375887894961,5,0,NA,NA,NA,NA,NA,0.83942,34.2169
166,bufumbula,manafwa,uganda,2010-02-19,-0.700305476911717,5,0,NA,NA,NA,NA,NA,0.83942,34.2169
167,bufumbula,manafwa,uganda,2010-02-19,0.297042903938854,7,1,1,hh,international,22,1,0.83942,34.2169
168,bufumbula,manafwa,uganda,NA,-1.40060640571798,8,1,1,hh,national,22,1,0.83942,34.2169
168,bufumbula,manafwa,uganda,NA,-1.40060640571798,8,1,1,non-hh,international,NA,1,0.83942,34.2169
169,bufumbula,manafwa,uganda,NA,1.26491836970864,6,1,1,hh,national,24,1,0.83942,34.2169
170,bufumbula,manafwa,uganda,NA,-0.814749135726905,12,1,1,hh,national,42,NA,0.83942,34.2169
170,bufumbula,manafwa,uganda,NA,-0.814749135726905,12,1,1,non-hh,international,NA,1,0.83942,34.2169
171,bubaale b,kamuli,uganda,2010-02-16,0.273303926788964,3,3,NA,hh,national,48,NA,0.70551,33.21661
171,bubaale b,kamuli,uganda,2010-02-16,0.273303926788964,3,3,NA,hh,national,48,NA,0.70551,33.21661
171,bubaale b,kamuli,uganda,2010-02-16,0.273303926788964,3,3,NA,hh,national,48,NA,0.70551,33.21661
172,bubaale b,kamuli,uganda,2010-02-16,-0.385288785324811,3,2,NA,hh,national,24,NA,0.70551,33.21661
172,bubaale b,kamuli,uganda,2010-02-16,-0.385288785324811,3,2,NA,hh,national,24,NA,0.70551,33.21661
173,bubaale b,kamuli,uganda,2010-02-16,-0.960242766580568,4,0,NA,NA,NA,NA,NA,0.70551,33.21661
174,bubaale b,kamuli,uganda,2010-02-16,-1.2782025377648,6,2,NA,hh,national,37,NA,0.70551,33.21661
174,bubaale b,kamuli,uganda,2010-02-16,-1.2782025377648,6,2,NA,hh,national,50,NA,0.70551,33.21661
175,bubaale b,kamuli,uganda,2010-02-16,-0.0453599774958222,7,2,NA,hh,national,60,NA,0.70551,33.21661
175,bubaale b,kamuli,uganda,2010-02-16,-0.0453599774958222,7,2,NA,hh,national,60,NA,0.70551,33.21661
176,bubaale b,kamuli,uganda,2010-02-16,-1.02933099600538,11,1,NA,hh,national,50,NA,0.70551,33.21661
177,bubaale b,kamuli,uganda,2010-02-16,0.116794141304932,7,1,1,hh,national,37,1,0.70551,33.21661
177,bubaale b,kamuli,uganda,2010-02-16,0.116794141304932,7,1,1,non-hh,national,NA,1,0.70551,33.21661
178,bubaale b,kamuli,uganda,2010-02-16,-0.444726537908619,5,0,NA,NA,NA,NA,NA,0.70551,33.21661
179,bubaale b,kamuli,uganda,2010-02-16,-1.2782025377648,12,4,1,hh,national,48,1,0.70551,33.21661
179,bubaale b,kamuli,uganda,2010-02-16,-1.2782025377648,12,4,1,hh,national,36,1,0.70551,33.21661
179,bubaale b,kamuli,uganda,2010-02-16,-1.2782025377648,12,4,1,hh,national,60,1,0.70551,33.21661
179,bubaale b,kamuli,uganda,2010-02-16,-1.2782025377648,12,4,1,hh,national,60,1,0.70551,33.21661
180,bubaale b,kamuli,uganda,2010-02-16,-0.202720008366707,9,0,NA,NA,NA,NA,NA,0.70551,33.21661
181,nyakashojwa,bushenyi,uganda,2010-02-12,-1.48643914982937,9,0,NA,NA,NA,NA,NA,-0.45022,30.15452
183,nyakashojwa,bushenyi,uganda,2010-02-12,-0.821462516987852,8,0,NA,NA,NA,NA,NA,-0.45022,30.15452
184,nyakashojwa,bushenyi,uganda,2010-02-12,-2.29322352831283,7,0,NA,NA,NA,NA,NA,-0.45022,30.15452
185,nyakashojwa,bushenyi,uganda,2010-02-12,-1.29043707082906,3,1,NA,hh,national,7,NA,-0.45022,30.15452
186,nyakashojwa,bushenyi,uganda,2010-02-12,-1.48643914982937,9,1,NA,hh,international,25,NA,-0.45022,30.15452
187,nyakashojwa,bushenyi,uganda,2010-02-12,-1.48643914982937,9,2,1,hh,international,0,NA,-0.45022,30.15452
187,nyakashojwa,bushenyi,uganda,2010-02-12,-1.48643914982937,9,2,1,hh,national,12,1,-0.45022,30.15452
188,nyakashojwa,bushenyi,uganda,2010-02-12,-2.04795982904293,4,1,1,hh,national,24,1,-0.45022,30.15452
189,nyakashojwa,bushenyi,uganda,2010-02-12,-0.0739708921996193,6,1,1,hh,national,62,1,-0.45022,30.15452
190,nyakashojwa,bushenyi,uganda,2010-02-12,1.86264203971694,5,0,NA,NA,NA,NA,NA,-0.45022,30.15452
192,buluuta,kamuli,uganda,2010-02-16,-1.71097410081126,2,0,NA,NA,NA,NA,NA,0.76194,33.36393
193,buluuta,kamuli,uganda,2010-02-16,-1.31189525685691,5,1,NA,hh,national,62,NA,0.76194,33.36393
194,buluuta,kamuli,uganda,2010-02-16,-1.89694504638594,8,1,NA,hh,national,26,NA,0.76194,33.36393
195,buluuta,kamuli,uganda,2010-02-16,-1.63376804727463,5,0,NA,NA,NA,NA,NA,0.76194,33.36393
196,buluuta,kamuli,uganda,2010-02-16,0.127450746282611,6,0,NA,NA,NA,NA,NA,0.76194,33.36393
197,buluuta,kamuli,uganda,2010-02-16,-1.33335344288476,6,0,NA,NA,NA,NA,NA,0.76194,33.36393
199,buluuta,kamuli,uganda,2010-02-16,-1.440644373024,11,1,1,hh,national,66,1,0.76194,33.36393
200,buluuta,kamuli,uganda,2010-02-16,-1.87405631462291,12,1,NA,hh,national,86,NA,0.76194,33.36393
201,muhangi,kabarole,uganda,2010-03-17,-1.96212708493153,4,0,NA,NA,NA,NA,NA,0.63333,30.48333
202,muhangi,kabarole,uganda,2010-02-17,-1.34338457631039,4,3,1,hh,national,96,1,0.63333,30.48333
202,muhangi,kabarole,uganda,2010-02-17,-1.34338457631039,4,3,1,hh,national,120,1,0.63333,30.48333
202,muhangi,kabarole,uganda,2010-02-17,-1.34338457631039,4,3,1,hh,national,72,NA,0.63333,30.48333
203,muhangi,kabarole,uganda,2010-02-17,-2.13379257315432,9,0,NA,NA,NA,NA,NA,0.63333,30.48333
204,muhangi,kabarole,uganda,2010-02-17,-2.44703867299727,5,0,NA,NA,NA,NA,NA,0.63333,30.48333
205,muhangi,kabarole,uganda,2010-02-17,-2.46849685902512,3,0,NA,NA,NA,NA,NA,0.63333,30.48333
206,muhangi,kabarole,uganda,2010-02-17,-0.657389104856021,7,1,1,hh,national,24,1,0.63333,30.48333
207,muhangi,kabarole,uganda,2010-02-17,-1.37914821969013,7,0,NA,NA,NA,NA,NA,0.63333,30.48333
208,muhangi,kabarole,uganda,2010-02-17,-1.94496053610926,4,0,NA,NA,NA,NA,NA,0.63333,30.48333
209,muhangi,kabarole,uganda,2010-02-17,-1.35769003366229,9,4,NA,hh,national,2,NA,0.63333,30.48333
209,muhangi,kabarole,uganda,2010-02-17,-1.35769003366229,9,4,NA,hh,national,2,NA,0.63333,30.48333
209,muhangi,kabarole,uganda,2010-02-17,-1.35769003366229,9,4,NA,hh,national,2,NA,0.63333,30.48333
209,muhangi,kabarole,uganda,2010-02-17,-1.35769003366229,9,4,NA,hh,national,1,NA,0.63333,30.48333
210,muhangi,kabarole,uganda,2010-02-17,-1.91921071287584,1,0,NA,NA,NA,NA,NA,0.63333,30.48333
211,mughete,kasese,uganda,2010-02-15,-1.63969814720664,6,7,1,hh,national,204,1,0.09829,29.94447
211,mughete,kasese,uganda,2010-02-15,-1.63969814720664,6,7,1,hh,national,180,1,0.09829,29.94447
211,mughete,kasese,uganda,2010-02-15,-1.63969814720664,6,7,1,hh,national,240,1,0.09829,29.94447
211,mughete,kasese,uganda,2010-02-15,-1.63969814720664,6,7,1,hh,national,360,1,0.09829,29.94447
211,mughete,kasese,uganda,2010-02-15,-1.63969814720664,6,7,1,hh,national,36,1,0.09829,29.94447
211,mughete,kasese,uganda,2010-02-15,-1.63969814720664,6,7,1,hh,national,84,1,0.09829,29.94447
211,mughete,kasese,uganda,2010-02-15,-1.63969814720664,6,7,1,hh,national,300,1,0.09829,29.94447
212,mughete,kasese,uganda,2010-02-15,-2.0516519027777,3,0,NA,NA,NA,NA,NA,0.09829,29.94447
213,mughete,kasese,uganda,2010-02-15,-1.35910326611818,9,3,1,hh,national,48,NA,0.09829,29.94447
213,mughete,kasese,uganda,2010-02-15,-1.35910326611818,9,3,1,hh,national,122,1,0.09829,29.94447
213,mughete,kasese,uganda,2010-02-15,-1.35910326611818,9,3,1,hh,national,63,1,0.09829,29.94447
214,mughete,kasese,uganda,2010-02-15,-0.346404533012646,6,0,NA,NA,NA,NA,NA,0.09829,29.94447
215,mughete,kasese,uganda,2010-02-15,-0.745483376966995,3,0,NA,NA,NA,NA,NA,0.09829,29.94447
216,mughete,kasese,uganda,2010-02-15,-1.57961522632867,1,0,NA,NA,NA,NA,NA,0.09829,29.94447
217,mughete,kasese,uganda,2010-02-15,-0.893619754874298,1,0,NA,NA,NA,NA,NA,0.09829,29.94447
218,mughete,kasese,uganda,2010-02-15,-1.29671496542363,1,0,NA,NA,NA,NA,NA,0.09829,29.94447
219,mughete,kasese,uganda,2010-02-15,-0.864712210325364,3,0,NA,NA,NA,NA,NA,0.09829,29.94447
220,mughete,kasese,uganda,2010-02-15,-1.64398978441221,5,5,1,hh,national,12,NA,0.09829,29.94447
220,mughete,kasese,uganda,2010-02-15,-1.64398978441221,5,5,1,hh,national,6,NA,0.09829,29.94447
220,mughete,kasese,uganda,2010-02-15,-1.64398978441221,5,5,1,hh,national,24,1,0.09829,29.94447
220,mughete,kasese,uganda,2010-02-15,-1.64398978441221,5,5,1,hh,national,36,NA,0.09829,29.94447
220,mughete,kasese,uganda,2010-02-15,-1.64398978441221,5,5,1,hh,national,19,NA,0.09829,29.94447
221,mukasa/dening,kamuli,uganda,2010-02-17,2.90777984032757,3,0,1,non-hh,national,NA,1,0.93199,34.29049
222,mukasa/dening,kamuli,uganda,2010-02-17,1.24740402622381,5,2,NA,hh,national,120,NA,0.93199,34.29049
222,mukasa/dening,kamuli,uganda,2010-02-17,1.24740402622381,5,2,NA,hh,national,120,NA,0.93199,34.29049
224,mukasa/dening,kamuli,uganda,2010-02-17,1.24346018368079,7,0,NA,NA,NA,NA,NA,0.93199,34.29049
225,mukasa/dening,kamuli,uganda,2010-02-17,1.82010765958031,10,1,1,hh,national,240,1,0.93199,34.29049
225,mukasa/dening,kamuli,uganda,2010-02-17,1.82010765958031,10,1,1,non-hh,international,NA,1,0.93199,34.29049
226,mukasa/dening,kamuli,uganda,2010-02-17,2.39147076278407,5,0,NA,NA,NA,NA,NA,0.93199,34.29049
227,mukasa/dening,kamuli,uganda,2010-02-17,1.82869093399145,12,3,1,hh,international,120,1,0.93199,34.29049
227,mukasa/dening,kamuli,uganda,2010-02-17,1.82869093399145,12,3,1,hh,international,120,1,0.93199,34.29049
227,mukasa/dening,kamuli,uganda,2010-02-17,1.82869093399145,12,3,1,hh,international,120,1,0.93199,34.29049
228,mukasa/dening,kamuli,uganda,2010-02-17,0.219639123895252,5,0,NA,NA,NA,NA,NA,0.93199,34.29049
229,mukasa/dening,kamuli,uganda,2010-02-17,0.397636001459915,6,3,NA,hh,national,48,NA,0.93199,34.29049
229,mukasa/dening,kamuli,uganda,2010-02-17,0.397636001459915,6,3,NA,hh,national,24,NA,0.93199,34.29049
229,mukasa/dening,kamuli,uganda,2010-02-17,0.397636001459915,6,3,NA,hh,national,48,NA,0.93199,34.29049
230,mukasa/dening,kamuli,uganda,2010-02-17,0.780147860062782,5,1,1,hh,national,28,NA,0.93199,34.29049
230,mukasa/dening,kamuli,uganda,2010-02-17,0.780147860062782,5,1,1,non-hh,national,NA,1,0.93199,34.29049
230,mukasa/dening,kamuli,uganda,2010-02-17,0.780147860062782,5,1,1,non-hh,international,NA,1,0.93199,34.29049
231,nizam,jinja,uganda,2010-02-12,3.246693775277,5,0,NA,NA,NA,NA,NA,0.43322,33.2096
232,nizam,jinja,uganda,2010-02-12,2.82111982262158,5,1,1,hh,national,24,1,0.43322,33.2096
232,nizam,jinja,uganda,2010-02-12,2.82111982262158,5,1,1,non-hh,international,NA,1,0.43322,33.2096
233,nizam,jinja,uganda,2010-02-13,3.8456256006485,1,0,NA,NA,NA,NA,NA,0.43322,33.2096
234,nizam,jinja,uganda,2010-02-12,3.70851560044226,3,0,NA,NA,NA,NA,NA,0.43322,33.2096
235,nizam,jinja,uganda,2010-02-13,1.98298884225451,7,1,1,hh,national,48,1,0.43322,33.2096
235,nizam,jinja,uganda,2010-02-13,1.98298884225451,7,1,1,non-hh,international,NA,1,0.43322,33.2096
236,nizam,jinja,uganda,2010-02-12,3.37381131457146,12,1,1,hh,international,480,1,0.43322,33.2096
237,nizam,jinja,uganda,2010-02-12,1.91353247978265,3,1,NA,hh,international,12,NA,0.43322,33.2096
238,nizam,jinja,uganda,2010-02-12,2.43213678694051,5,0,NA,NA,NA,NA,NA,0.43322,33.2096
239,nizam,jinja,uganda,2010-02-12,2.93352966356099,6,6,1,hh,national,48,NA,0.43322,33.2096
239,nizam,jinja,uganda,2010-02-12,2.93352966356099,6,6,1,hh,national,1,NA,0.43322,33.2096
239,nizam,jinja,uganda,2010-02-12,2.93352966356099,6,6,1,hh,national,1,NA,0.43322,33.2096
239,nizam,jinja,uganda,2010-02-12,2.93352966356099,6,6,1,hh,national,24,NA,0.43322,33.2096
239,nizam,jinja,uganda,2010-02-12,2.93352966356099,6,6,1,hh,national,96,NA,0.43322,33.2096
239,nizam,jinja,uganda,2010-02-12,2.93352966356099,6,6,1,hh,national,24,NA,0.43322,33.2096
239,nizam,jinja,uganda,2010-02-12,2.93352966356099,6,6,1,non-hh,national,NA,1,0.43322,33.2096
239,nizam,jinja,uganda,2010-02-12,2.93352966356099,6,6,1,non-hh,national,NA,1,0.43322,33.2096
239,nizam,jinja,uganda,2010-02-12,2.93352966356099,6,6,1,non-hh,national,NA,1,0.43322,33.2096
240,nizam,jinja,uganda,2010-02-12,2.18884066459674,3,0,NA,NA,NA,NA,NA,0.43322,33.2096
241,falkland,masaka,uganda,2010-01-20,3.30226266857742,1,3,NA,hh,national,24,NA,-0.34216,31.74136
241,falkland,masaka,uganda,2010-01-20,3.30226266857742,1,3,NA,hh,national,3,NA,-0.34216,31.74136
241,falkland,masaka,uganda,2010-01-20,3.30226266857742,1,3,NA,hh,national,72,NA,-0.34216,31.74136
242,falkland,masaka,uganda,2010-02-20,4.16308134957009,2,0,NA,NA,NA,NA,NA,-0.34216,31.74136
243,falkland,masaka,uganda,2010-02-20,2.90374368060004,4,0,NA,NA,NA,NA,NA,-0.34216,31.74136
244,falkland,masaka,uganda,2010-02-09,2.45780462204698,1,0,NA,NA,NA,NA,NA,-0.34216,31.74136
245,falkland,masaka,uganda,2010-02-20,2.77903072416048,3,8,1,hh,international,180,1,-0.34216,31.74136
245,falkland,masaka,uganda,2010-02-20,2.77903072416048,3,8,1,hh,national,24,NA,-0.34216,31.74136
245,falkland,masaka,uganda,2010-02-20,2.77903072416048,3,8,1,hh,international,120,1,-0.34216,31.74136
245,falkland,masaka,uganda,2010-02-20,2.77903072416048,3,8,1,hh,international,240,1,-0.34216,31.74136
245,falkland,masaka,uganda,2010-02-20,2.77903072416048,3,8,1,hh,national,120,1,-0.34216,31.74136
245,falkland,masaka,uganda,2010-02-20,2.77903072416048,3,8,1,hh,international,180,1,-0.34216,31.74136
245,falkland,masaka,uganda,2010-02-20,2.77903072416048,3,8,1,hh,national,24,NA,-0.34216,31.74136
245,falkland,masaka,uganda,2010-02-20,2.77903072416048,3,8,1,hh,national,24,NA,-0.34216,31.74136
246,falkland,masaka,uganda,2010-02-19,0.584092286315155,5,0,NA,NA,NA,NA,NA,-0.34216,31.74136
247,falkland,masaka,uganda,2010-02-19,1.55852838580351,5,0,NA,NA,NA,NA,NA,-0.34216,31.74136
248,falkland,masaka,uganda,2010-02-19,2.53501067558361,5,2,NA,hh,international,48,NA,-0.34216,31.74136
248,falkland,masaka,uganda,2010-02-19,2.53501067558361,5,2,NA,hh,international,36,NA,-0.34216,31.74136
249,falkland,masaka,uganda,2010-02-19,2.73207819237726,6,0,NA,NA,NA,NA,NA,-0.34216,31.74136
250,rusheshe,rukungiri,uganda,2010-02-16,-0.338725200571235,3,5,NA,hh,national,12,NA,-0.71873,29.9849
250,rusheshe,rukungiri,uganda,2010-02-16,-0.338725200571235,3,5,NA,hh,national,60,NA,-0.71873,29.9849
250,rusheshe,rukungiri,uganda,2010-02-16,-0.338725200571235,3,5,NA,hh,national,120,NA,-0.71873,29.9849
250,rusheshe,rukungiri,uganda,2010-02-16,-0.338725200571235,3,5,NA,hh,national,180,NA,-0.71873,29.9849
250,rusheshe,rukungiri,uganda,2010-02-16,-0.338725200571235,3,5,NA,hh,national,72,NA,-0.71873,29.9849
251,rusheshe,rukungiri,uganda,2010-02-16,0.347680550028698,5,1,1,hh,international,36,1,-0.71873,29.9849
252,rusheshe,rukungiri,uganda,2010-02-16,-1.33316016040111,2,0,NA,NA,NA,NA,NA,-0.71873,29.9849
253,rusheshe,rukungiri,uganda,2010-02-16,-1.40060640571798,6,0,NA,NA,NA,NA,NA,-0.71873,29.9849
254,rusheshe,rukungiri,uganda,2010-02-16,-0.700305476911717,5,0,NA,NA,NA,NA,NA,-0.71873,29.9849
255,rusheshe,rukungiri,uganda,2010-02-16,-1.26182615612527,2,1,1,hh,national,116,1,-0.71873,29.9849
256,rusheshe,rukungiri,uganda,2010-02-16,-0.686000019559818,3,1,1,hh,national,50,1,-0.71873,29.9849
257,rusheshe,rukungiri,uganda,2010-02-16,-2.00504345698723,3,0,NA,NA,NA,NA,NA,-0.71873,29.9849
258,rusheshe,rukungiri,uganda,2010-02-16,-1.48643914982937,3,0,NA,NA,NA,NA,NA,-0.71873,29.9849
259,rusheshe,rukungiri,uganda,2010-02-16,-1.96212708493153,2,1,1,hh,national,36,1,-0.71873,29.9849
260,kahenje,ntungamo,uganda,2010-02-16,-1.43349164434805,8,1,1,hh,national,120,1,-0.83127,30.05351
261,kahenje,ntungamo,uganda,2010-02-16,0.534365119897547,9,1,NA,hh,national,12,NA,-0.83127,30.05351
262,kahenje,ntungamo,uganda,2010-02-16,-0.643083647504122,3,1,1,hh,national,60,1,-0.83127,30.05351
263,kahenje,ntungamo,uganda,2010-02-16,-1.96212708493153,2,0,NA,NA,NA,NA,NA,-0.83127,30.05351
264,kahenje,ntungamo,uganda,2010-02-16,-1.43593070168273,4,0,NA,NA,NA,NA,NA,-0.83127,30.05351
265,kahenje,ntungamo,uganda,2010-02-16,-1.48643914982937,9,1,NA,hh,national,14,NA,-0.83127,30.05351
266,kahenje,ntungamo,uganda,2010-02-16,-1.37199549101419,5,1,1,hh,national,122,1,-0.83127,30.05351
267,kahenje,ntungamo,uganda,2010-02-16,-1.70836434249575,4,0,NA,NA,NA,NA,NA,-0.83127,30.05351
268,kahenje,ntungamo,uganda,2010-02-16,-1.57227189394077,12,0,NA,NA,NA,NA,NA,-0.83127,30.05351
269,kahenje,ntungamo,uganda,2010-02-16,-1.62253159838436,3,0,NA,NA,NA,NA,NA,-0.83127,30.05351
270,rutoma/rurama,ntungamo,uganda,2010-02-15,-2.59724597519221,6,0,NA,NA,NA,NA,NA,-0.47,30.59611
271,rutoma/rurama,ntungamo,uganda,2010-02-15,-2.09087620109862,5,0,NA,NA,NA,NA,NA,-0.47,30.59611
272,rutoma/rurama,ntungamo,uganda,2010-02-15,-2.54002414578461,7,0,NA,NA,NA,NA,NA,-0.47,30.59611
273,rutoma/rurama,ntungamo,uganda,2010-02-15,-0.399811074759534,6,1,1,hh,international,42,1,-0.47,30.59611
274,rutoma/rurama,ntungamo,uganda,2010-02-15,-1.96212708493153,3,0,NA,NA,NA,NA,NA,-0.47,30.59611
275,rutoma/rurama,ntungamo,uganda,2010-02-15,-1.2718572895509,1,0,NA,NA,NA,NA,NA,-0.47,30.59611
276,rutoma/rurama,ntungamo,uganda,2010-02-15,-2.07657074374672,7,0,NA,NA,NA,NA,NA,-0.47,30.59611
277,rutoma/rurama,ntungamo,uganda,2010-02-15,-1.37199549101419,5,0,NA,NA,NA,NA,NA,-0.47,30.59611
279,rutoma/rurama,ntungamo,uganda,2010-02-15,-1.31477366160659,6,0,NA,NA,NA,NA,NA,-0.47,30.59611
280,buraro ii,bushenyi,uganda,2010-02-14,-1.34971596565227,4,1,NA,hh,national,266,NA,-0.73043,30.18502
281,buraro ii,bushenyi,uganda,2010-02-14,-0.162745380573887,3,0,NA,NA,NA,NA,NA,-0.73043,30.18502
282,buraro ii,bushenyi,uganda,2010-02-14,-0.0592834429286533,5,2,1,hh,national,77,NA,-0.73043,30.18502
282,buraro ii,bushenyi,uganda,2010-02-14,-0.0592834429286533,5,2,1,hh,international,86,1,-0.73043,30.18502
283,buraro ii,bushenyi,uganda,2010-02-14,-0.00206161352105888,5,0,NA,NA,NA,NA,NA,-0.73043,30.18502
284,buraro ii,bushenyi,uganda,2010-02-14,-1.93351617022774,2,0,NA,NA,NA,NA,NA,-0.73043,30.18502
285,buraro ii,bushenyi,uganda,2010-02-14,-0.702362542327325,8,0,NA,NA,NA,NA,NA,-0.73043,30.18502
286,buraro ii,bushenyi,uganda,2010-02-14,-1.34338457631039,4,1,1,hh,national,12,1,-0.73043,30.18502
287,buraro ii,bushenyi,uganda,2010-02-14,-0.738126185707072,7,0,NA,NA,NA,NA,NA,-0.73043,30.18502
288,buraro ii,bushenyi,uganda,2010-02-14,-2.04795982904293,2,0,NA,NA,NA,NA,NA,-0.73043,30.18502
289,buraro ii,bushenyi,uganda,2010-02-14,-0.794908667699663,6,0,NA,NA,NA,NA,NA,-0.73043,30.18502
290,binyonyi b,masaka,uganda,2010-02-20,-0.70428317099285,5,0,NA,NA,NA,NA,NA,-0.31549,31.7601
291,binyonyi b,masaka,uganda,2010-02-20,3.39105985152068,6,0,NA,NA,NA,NA,NA,-0.31549,31.7601
292,binyonyi b,masaka,uganda,2010-02-20,2.95069621238327,2,0,NA,NA,NA,NA,NA,-0.31549,31.7601
293,binyonyi b,masaka,uganda,2010-02-20,2.58234408913544,3,0,NA,NA,NA,NA,NA,-0.31549,31.7601
294,binyonyi b,masaka,uganda,2010-02-20,-0.182614754653912,5,1,1,hh,national,60,1,-0.31549,31.7601
295,binyonyi b,masaka,uganda,2010-02-20,-0.0721487899198576,3,0,NA,NA,NA,NA,NA,-0.31549,31.7601
296,binyonyi b,masaka,uganda,2010-02-20,-0.507215654199203,6,4,NA,hh,national,24,NA,-0.31549,31.7601
296,binyonyi b,masaka,uganda,2010-02-20,-0.507215654199203,6,4,NA,hh,international,6,NA,-0.31549,31.7601
296,binyonyi b,masaka,uganda,2010-02-20,-0.507215654199203,6,4,NA,hh,national,3,NA,-0.31549,31.7601
296,binyonyi b,masaka,uganda,2010-02-20,-0.507215654199203,6,4,NA,hh,international,1,NA,-0.31549,31.7601
297,binyonyi b,masaka,uganda,2010-02-20,1.50686155973735,3,1,NA,hh,international,36,NA,-0.31549,31.7601
298,binyonyi b,masaka,uganda,2010-02-20,0.311803257348523,4,0,NA,NA,NA,NA,NA,-0.31549,31.7601
299,binyonyi b,masaka,uganda,2010-02-20,-0.620804122142204,4,0,NA,NA,NA,NA,NA,-0.31549,31.7601
301,obutowelo a/b,lira,uganda,2010-02-15,1.71996945811702,11,0,NA,NA,NA,NA,NA,2.229544,32.88052
302,obutowelo a/b,lira,uganda,2010-02-18,-1.58115954685084,2,4,NA,hh,national,2,NA,2.229544,32.88052
302,obutowelo a/b,lira,uganda,2010-02-18,-1.58115954685084,2,4,NA,hh,national,2,NA,2.229544,32.88052
302,obutowelo a/b,lira,uganda,2010-02-18,-1.58115954685084,2,4,NA,hh,national,2,NA,2.229544,32.88052
302,obutowelo a/b,lira,uganda,2010-02-18,-1.58115954685084,2,4,NA,hh,national,2,NA,2.229544,32.88052
303,obutowelo a/b,lira,uganda,2010-02-15,0.773244200745178,7,0,1,non-hh,national,NA,1,2.229544,32.88052
304,obutowelo a/b,lira,uganda,2010-02-15,-1.09307292419028,5,0,NA,NA,NA,NA,NA,2.229544,32.88052
305,obutowelo a/b,lira,uganda,2010-02-15,-0.14805926663737,3,4,1,hh,national,60,NA,2.229544,32.88052
305,obutowelo a/b,lira,uganda,2010-02-15,-0.14805926663737,3,4,1,hh,national,76,1,2.229544,32.88052
305,obutowelo a/b,lira,uganda,2010-02-15,-0.14805926663737,3,4,1,hh,national,84,NA,2.229544,32.88052
305,obutowelo a/b,lira,uganda,2010-02-15,-0.14805926663737,3,4,1,hh,national,17,1,2.229544,32.88052
305,obutowelo a/b,lira,uganda,2010-02-15,-0.14805926663737,3,4,1,non-hh,national,NA,1,2.229544,32.88052
305,obutowelo a/b,lira,uganda,2010-02-15,-0.14805926663737,3,4,1,non-hh,national,NA,1,2.229544,32.88052
306,obutowelo a/b,lira,uganda,2010-02-15,2.73611435210479,7,1,1,hh,national,26,1,2.229544,32.88052
307,obutowelo a/b,lira,uganda,2010-02-15,1.20646541314558,5,0,NA,NA,NA,NA,NA,2.229544,32.88052
308,obutowelo a/b,lira,uganda,2010-02-15,-0.814749135726905,9,0,NA,NA,NA,NA,NA,2.229544,32.88052
309,obutowelo a/b,lira,uganda,2010-02-15,-1.21319534978261,1,0,NA,NA,NA,NA,NA,2.229544,32.88052
310,obutowelo a/b,lira,uganda,2010-02-15,0.20892936870542,3,0,NA,NA,NA,NA,NA,2.229544,32.88052
311,kisimbiri b,wakiso,uganda,2010-02-27,3.85157017396125,4,0,NA,NA,NA,NA,NA,0.40524,32.48069
312,kisimbiri b,wakiso,uganda,2010-02-27,2.47730350689546,3,0,NA,NA,NA,NA,NA,0.40524,32.48069
313,kisimbiri b,wakiso,uganda,2010-02-27,2.99361258443896,2,2,NA,hh,international,17,NA,0.40524,32.48069
313,kisimbiri b,wakiso,uganda,2010-02-27,2.99361258443896,2,2,NA,hh,international,36,NA,0.40524,32.48069
314,kisimbiri b,wakiso,uganda,2010-02-27,2.96786276120554,4,1,NA,hh,national,14,NA,0.40524,32.48069
315,kisimbiri b,wakiso,uganda,2010-02-27,2.96786276120554,4,2,1,hh,international,43,NA,0.40524,32.48069
